target_id	length	eff_length	est_counts	tpm
mat_gene_0	2608	2509	510.33	211.325
mat_gene_1	1167	1068	0	0
mat_gene_2	3735	3636	35.5556	10.1598
mat_gene_3	1993	1894	38.1765	20.942
mat_gene_4	1689	1590	94.0678	61.4675
mat_gene_5	951	852	0	0
mat_gene_6	1467	1368	47.25	35.8854
mat_gene_7	1616	1517	28.2353	19.3379
mat_gene_8	929	830	4.5	5.63295
mat_gene_9	1490	1391	0	0
mat_gene_10	2121	2022	62.7391	32.2373
mat_gene_11	2498	2399	11.2	4.85053
mat_gene_12	703	604	14.5385	25.0082
mat_gene_13	1198	1099	14.6364	13.8368
mat_gene_14	1185	1086	8.55556	8.18502
mat_gene_15	762	663	24.2917	38.0667
mat_gene_16	2464	2365	59.7188	26.235
mat_gene_17	745	646	24.5882	39.5454
mat_gene_18	1600	1501	54.1124	37.4556
mat_gene_19	1229	1130	0	0
mat_gene_20	1695	1596	77.9487	50.7432
mat_gene_21	1922	1823	27.5806	15.7188
mat_gene_22	3150	3051	11.16	3.80035
mat_gene_23	1983	1884	0	0
mat_gene_24	1257	1158	61.881	55.5201
mat_gene_25	2511	2412	403.134	173.65
mat_gene_26	931	832	7.2	8.99106
mat_gene_27	1357	1258	240.94	198.989
mat_gene_28	1062	963	69	74.4431
mat_gene_29	2379	2280	56.9176	25.9366
mat_gene_30	2038	1939	58.9167	31.5691
mat_gene_31	1458	1359	0	0
mat_gene_32	1792	1693	80.7685	49.5663
mat_gene_33	2429	2330	41.3617	18.4435
mat_gene_34	2019	1920	10.7692	5.82754
mat_gene_35	1132	1033	9.42857	9.48303
mat_gene_36	2050	1951	331.741	176.662
mat_gene_37	2041	1942	25.4167	13.5979
mat_gene_38	1538	1439	21.7895	15.7321
mat_gene_39	2855	2756	53.8909	20.316
mat_gene_40	1515	1416	133.294	97.8023
mat_gene_41	2867	2768	213.604	80.176
mat_gene_42	868	769	13.3448	18.0297
mat_gene_43	1293	1194	12	10.4419
mat_gene_44	2232	2133	40.05	19.508
mat_gene_45	1399	1300	93.6643	74.857
mat_gene_46	1241	1142	16.087	14.6356
mat_gene_47	2438	2339	1.57143	0.698017
mat_gene_48	2360	2261	1.44615	0.664531
mat_gene_49	1680	1581	140.991	92.6535
mat_gene_50	2682	2583	113.614	45.6994
mat_gene_51	4003	3904	30.3448	8.07563
mat_gene_52	2191	2092	328.497	163.144
mat_gene_53	2159	2060	48.5484	24.4855
mat_gene_54	1660	1561	0	0
mat_gene_55	1159	1060	13.3571	13.0921
mat_gene_56	1470	1371	40.9512	31.0335
mat_gene_57	1471	1372	24.8571	18.8234
mat_gene_58	521	422	25.3235	62.3467
mat_gene_59	2570	2471	53.8333	22.635
mat_gene_60	753	654	0	0
mat_gene_61	2967	2868	113.216	41.0139
mat_gene_62	2258	2159	338	162.654
mat_gene_63	2284	2185	145.109	68.9994
mat_gene_64	2462	2363	98.8991	43.4841
mat_gene_65	1984	1885	45.5769	25.1209
mat_gene_66	1434	1335	26.1739	20.3699
mat_gene_67	3543	3444	0	0
mat_gene_68	1057	958	21.1852	22.9757
mat_gene_69	2104	2005	37.8	19.5875
mat_gene_70	2879	2780	0	0
mat_gene_71	2953	2854	320.537	116.688
mat_gene_72	3036	2937	168.866	59.7365
mat_gene_73	4345	4246	1163.6	284.724
mat_gene_74	1804	1705	16.5	10.0545
mat_gene_75	1772	1673	84.4626	52.453
mat_gene_76	2628	2529	12.381	5.08636
mat_gene_77	1436	1337	48.6842	37.8319
mat_gene_78	2383	2284	24.5217	11.1547
mat_gene_79	3088	2989	159.122	55.3104
mat_gene_80	1178	1079	0	0
mat_gene_81	1683	1584	186.567	122.371
mat_gene_82	1602	1503	173.714	120.082
mat_gene_83	3233	3134	0	0
mat_gene_84	1242	1143	68.1127	61.9132
mat_gene_85	619	520	76.5	152.848
mat_gene_86	2705	2606	2.84211	1.1331
mat_gene_87	2455	2356	124.934	55.0942
mat_gene_88	2267	2168	226	108.306
mat_gene_89	2001	1902	92.517	50.5374
mat_gene_90	1392	1293	26.7143	21.4658
mat_gene_91	1983	1884	0	0
mat_gene_92	1707	1608	170	109.841
mat_gene_93	2039	1940	132.974	71.214
mat_gene_94	2345	2246	231	106.857
mat_gene_95	1053	954	60.6486	66.0502
mat_gene_96	3671	3572	0	0
mat_gene_97	2944	2845	0	0
mat_gene_98	1515	1416	116.007	85.1182
mat_gene_99	2650	2551	197.696	80.5174
mat_gene_100	1834	1735	45.589	27.3
mat_gene_101	2355	2256	11.3448	5.22469
mat_gene_102	2559	2460	0	0
mat_gene_103	507	408	0	0
mat_gene_104	2539	2440	43.7164	18.6147
mat_gene_105	971	872	4.5	5.36164
mat_gene_106	835	736	87.1429	123.014
mat_gene_107	2152	2053	45.6327	23.0934
mat_gene_108	699	600	27.3333	47.3307
mat_gene_109	1552	1453	7.5	5.36287
mat_gene_110	1205	1106	0	0
