target_id	length	eff_length	est_counts	tpm
mat_gene_0	1208	1109	48.2222	46.0577
mat_gene_1	781	682	0	0
mat_gene_2	829	730	49.3333	71.5821
mat_gene_3	959	860	41.4	50.9905
mat_gene_4	3175	3076	39.3103	13.5365
mat_gene_5	3506	3407	768.549	238.939
mat_gene_6	2096	1997	31.8378	16.887
mat_gene_7	1250	1151	77.2182	71.061
mat_gene_8	2339	2240	335.878	158.826
mat_gene_9	1543	1444	70.2	51.494
mat_gene_10	1640	1541	37.1429	25.5305
mat_gene_11	1197	1098	24.7674	23.8927
mat_gene_12	1185	1086	15.3333	14.9553
mat_gene_13	2711	2612	664.836	269.605
mat_gene_14	2210	2111	27.0769	13.5862
mat_gene_15	3472	3373	231.128	72.581
mat_gene_16	1924	1825	37.0732	21.5171
mat_gene_17	2359	2260	206.589	96.8245
mat_gene_18	910	811	18	23.5092
mat_gene_19	2468	2369	17.15	7.66807
mat_gene_20	1215	1116	171.232	162.52
mat_gene_21	2045	1946	46.2857	25.1936
mat_gene_22	1516	1417	57.023	42.6253
mat_gene_23	2161	2062	0	0
mat_gene_25	2265	2166	63.1169	30.8656
mat_gene_26	2037	1938	40.1316	21.9341
mat_gene_27	789	690	7.66667	11.7691
mat_gene_28	1377	1278	5.57143	4.61767
mat_gene_29	3813	3714	284.953	81.2678
mat_gene_30	1779	1680	0	0
mat_gene_31	1721	1622	26.3548	17.2106
mat_gene_32	2898	2799	517.561	195.86
mat_gene_33	3081	2982	74.7842	26.5637
mat_gene_34	1866	1767	167.452	100.379
mat_gene_35	1307	1208	22.6087	19.8242
mat_gene_36	1708	1609	0	0
mat_gene_37	2168	2069	50.7273	25.9698
mat_gene_38	1890	1791	105.955	62.663
mat_gene_39	1751	1652	46.0976	29.5566
mat_gene_40	1754	1655	0	0
mat_gene_41	1276	1177	35.0769	31.5669
mat_gene_42	1037	938	144.482	163.154
mat_gene_43	1935	1836	37.4237	21.5904
mat_gene_44	1734	1635	51.1905	33.1633
mat_gene_45	1531	1432	23.0769	17.0695
mat_gene_46	1111	1012	0	0
mat_gene_47	1947	1848	0	0
mat_gene_48	2254	2155	21.1765	10.4086
mat_gene_49	2519	2420	55.6931	24.3766
mat_gene_50	2249	2150	41.0645	20.2309
mat_gene_51	757	658	6.99994	11.2682
mat_gene_52	1806	1707	301.953	187.367
mat_gene_53	829	730	28.875	41.8973
mat_gene_54	1460	1361	0	0
mat_gene_55	1667	1568	104.815	70.8049
mat_gene_56	1715	1616	36.4286	23.8774
mat_gene_57	1287	1188	0	0
mat_gene_58	1500	1401	13.125	9.92312
mat_gene_59	3937	3838	22.0435	6.08362
mat_gene_60	2014	1915	50.6494	28.0151
mat_gene_61	1194	1095	16.4286	15.8918
mat_gene_62	891	792	14.5833	19.5038
mat_gene_63	3613	3514	557.396	168.015
mat_gene_64	1080	981	166.154	179.402
mat_gene_65	1096	997	1.56044	1.65783
mat_gene_66	623	524	0	0
mat_gene_67	1234	1135	0	0
mat_gene_68	992	893	59.3721	70.4235
mat_gene_69	2415	2316	0	0
mat_gene_70	2355	2256	59.4286	27.9025
mat_gene_71	1459	1360	22.8485	17.7953
mat_gene_72	983	884	3.6	4.31357
mat_gene_73	1848	1749	174.417	105.629
mat_gene_74	1839	1740	12.4615	7.58594
mat_gene_75	1110	1011	11.7333	12.293
mat_gene_76	6730	6631	111.298	17.7784
mat_gene_77	3217	3118	454.013	154.234
mat_gene_78	1017	918	40.4	46.615
mat_gene_79	3430	3331	0	0
mat_gene_80	2571	2472	82.775	35.4681
mat_gene_81	4311	4212	555.55	139.708
mat_gene_82	3570	3471	349.109	106.535
mat_gene_83	1671	1572	4	2.69522
mat_gene_84	1475	1376	11.2	8.62157
mat_gene_85	1216	1117	62.3711	59.1449
mat_gene_86	1871	1772	73.0943	43.6925
mat_gene_87	3121	3022	298.452	104.609
mat_gene_88	1544	1445	28.7059	21.0421
mat_gene_89	1279	1180	383	343.798
