target_id	length	eff_length	est_counts	tpm
mat_gene_0	1743	1644	0	0
mat_gene_1	2387	2288	0	0
mat_gene_2	2569	2470	0	0
mat_gene_3	593	494	17	35.4454
mat_gene_4	2600	2501	198.8	81.8729
mat_gene_5	1009	910	0	0
mat_gene_6	1705	1606	9.44444	6.05715
mat_gene_7	2925	2826	614	223.786
mat_gene_8	1447	1348	75	57.3072
mat_gene_9	2103	2004	57.4177	29.5111
mat_gene_10	2380	2281	37.7188	17.0322
mat_gene_11	3043	2944	63.1304	22.0871
mat_gene_12	892	793	65.875	85.5628
mat_gene_13	2666	2567	0	0
mat_gene_14	2024	1925	31.1111	16.6465
mat_gene_15	2226	2127	17.0323	8.24788
mat_gene_16	1049	950	0	0
mat_gene_17	2106	2007	97.5591	50.0677
mat_gene_18	2724	2625	29.4545	11.5574
mat_gene_19	1707	1608	0	0
mat_gene_20	1951	1852	291.2	161.953
mat_gene_21	3569	3470	249	73.9107
mat_gene_22	1438	1339	14	10.7692
mat_gene_23	1680	1581	31.9355	20.8055
mat_gene_24	3509	3410	912	275.472
mat_gene_25	1828	1729	0	0
mat_gene_26	1241	1142	124	111.839
mat_gene_27	3548	3449	0	0
mat_gene_28	1465	1366	68.4878	51.6416
mat_gene_29	1798	1699	0	0
mat_gene_30	2252	2153	208.889	99.933
mat_gene_31	1021	922	27.9677	31.2438
mat_gene_32	2616	2517	150.747	61.6885
mat_gene_33	2038	1939	82.35	43.7445
mat_gene_34	2683	2584	0	0
mat_gene_35	2556	2457	10.2941	4.3154
mat_gene_36	2051	1952	107.129	56.5282
mat_gene_37	2438	2339	155.259	68.3696
mat_gene_38	2613	2514	118.385	48.5029
mat_gene_39	2356	2257	37.3333	17.0374
mat_gene_40	2418	2319	16	7.10652
mat_gene_41	2379	2280	0	0
mat_gene_42	1980	1881	0	0
mat_gene_43	3374	3275	0	0
mat_gene_44	2416	2317	6.76056	3.00535
mat_gene_45	2656	2557	244.327	98.4187
mat_gene_46	1589	1490	127.815	88.3553
mat_gene_47	4325	4226	226.495	55.2035
mat_gene_48	1070	971	21	22.276
mat_gene_49	867	768	62.4	83.6876
mat_gene_50	2620	2521	0	0
mat_gene_51	1099	1000	27.0833	27.8959
mat_gene_52	3018	2919	56.9231	20.0859
mat_gene_53	1667	1568	28	18.3929
mat_gene_54	2951	2852	107.984	38.9984
mat_gene_55	1223	1124	11.0769	10.1506
mat_gene_56	1003	904	0	0
mat_gene_57	2754	2655	113.489	44.0277
mat_gene_58	4150	4051	0	0
mat_gene_59	2760	2661	179.502	69.4805
mat_gene_60	2174	2075	9.33333	4.63294
mat_gene_61	1056	957	12.9231	13.9089
mat_gene_62	914	815	109.792	138.755
mat_gene_63	2028	1929	68.5417	36.5982
mat_gene_64	1259	1160	5.84483	5.18981
mat_gene_65	2382	2283	17.1951	7.75777
mat_gene_66	1551	1452	23.25	16.4928
mat_gene_67	1168	1069	1.12621	1.08513
mat_gene_68	1379	1280	0	0
mat_gene_69	729	630	4.66667	7.62964
mat_gene_70	1545	1446	220.702	157.208
mat_gene_71	4386	4287	201.201	48.3409
mat_gene_72	1024	925	33.7534	37.5849
mat_gene_73	2316	2217	271.649	126.206
mat_gene_74	4404	4305	278.667	66.6729
mat_gene_75	877	778	73.2824	97.0192
mat_gene_76	1937	1838	8.76923	4.91421
mat_gene_77	1020	921	144.221	161.29
mat_gene_78	725	626	60.6606	99.809
mat_gene_79	2844	2745	14	5.25319
mat_gene_80	632	533	0	0
mat_gene_81	1377	1278	21.5789	17.3915
mat_gene_82	1804	1705	11.4545	6.91976
mat_gene_83	1361	1262	54.9398	44.8399
mat_gene_84	1205	1106	8	7.45028
mat_gene_85	2457	2358	0	0
mat_gene_86	747	648	3.11111	4.94513
mat_gene_87	2194	2095	29.5625	14.5343
mat_gene_88	2606	2507	60.8	24.9797
mat_gene_89	2544	2445	98.7344	41.5937
mat_gene_90	1190	1091	246.68	232.888
mat_gene_91	2082	1983	0	0
mat_gene_93	1478	1379	103.133	77.0322
mat_gene_94	3100	3001	341.218	117.112
mat_gene_95	3604	3505	83.8681	24.646
mat_gene_96	1915	1816	0	0
mat_gene_97	4198	4099	378.291	95.0574
mat_gene_98	2048	1949	212.459	112.28
mat_gene_99	4972	4873	808.67	170.928
mat_gene_100	2529	2430	14.7059	6.23336
mat_gene_101	1307	1208	109.673	93.5129
mat_gene_102	635	536	9.375	18.0154
mat_gene_103	752	653	28.3333	44.6912
mat_gene_104	1437	1338	0	0
mat_gene_105	1145	1046	59.0735	58.17
mat_gene_106	1477	1378	92.6163	69.227
mat_gene_107	2108	2009	97.3099	49.8901
mat_gene_108	1431	1332	80.6667	62.3774
mat_gene_109	1502	1403	0	0
mat_gene_110	2305	2206	100.519	46.933
mat_gene_111	835	736	18.2069	25.4798
mat_gene_112	1489	1390	52.0741	38.5873
mat_gene_113	4106	4007	0	0
mat_gene_114	3049	2950	30.3333	10.591
mat_gene_115	1750	1651	137.308	85.6614
mat_gene_116	2931	2832	236.124	85.8783
mat_gene_117	1763	1664	101.391	62.7603
mat_gene_118	1057	958	11.9231	12.8192
mat_gene_119	1427	1328	35.2857	27.3677
mat_gene_120	589	490	53	111.408
mat_gene_121	1205	1106	22.5882	21.0361
mat_gene_122	2363	2264	91.1842	41.484
mat_gene_123	1365	1266	152.218	123.843
mat_gene_124	1412	1313	47.0536	36.9118
mat_gene_125	1756	1657	22.1053	13.7408
mat_gene_126	2590	2491	255.876	105.802
mat_gene_127	949	850	3.57143	4.32773
mat_gene_128	3312	3213	438.876	140.692
mat_gene_129	1864	1765	25.9	15.1145
mat_gene_130	3146	3047	83.2056	28.1266
mat_gene_131	1848	1749	172.415	101.537
mat_gene_132	663	564	14.1429	25.8283
mat_gene_133	1420	1321	0	0
mat_gene_134	2130	2031	0	0
mat_gene_135	2276	2177	50.1905	23.7465
mat_gene_136	3224	3125	38.7368	12.7677
mat_gene_137	1989	1890	296.132	161.384
mat_gene_138	1442	1343	9.8	7.51601
mat_gene_139	3145	3046	125	42.2686
mat_gene_140	2447	2348	171.114	75.063
mat_gene_141	1792	1693	60.0244	36.5181
mat_gene_142	2668	2569	50.3051	20.169
mat_gene_143	1667	1568	81.434	53.493
mat_gene_144	1381	1282	267.977	215.301
mat_gene_145	1208	1109	108.357	100.638
mat_gene_146	2524	2425	278.018	118.086
mat_gene_147	1600	1501	20	13.7242
mat_gene_148	845	746	1.22013	1.68463
mat_gene_149	577	478	20.2941	43.73
mat_gene_150	1721	1622	58.4265	37.1019
mat_gene_151	1894	1795	42.913	24.6242
