target_id	length	eff_length	est_counts	tpm
mat_gene_0	2264	2165	10.2667	4.94453
mat_gene_1	2391	2292	25.3571	11.5356
mat_gene_2	1854	1755	0	0
mat_gene_3	1748	1649	19.2174	12.1514
mat_gene_4	1763	1664	23.8333	14.9343
mat_gene_5	1185	1086	26.3947	25.342
mat_gene_6	1461	1362	281.458	215.471
mat_gene_7	989	890	15.1667	17.7686
mat_gene_8	2170	2071	12.8333	6.46119
mat_gene_9	880	781	56.4	75.2976
mat_gene_10	1602	1503	18.2857	12.6855
mat_gene_11	1960	1861	115.883	64.9273
mat_gene_12	1187	1088	25.0278	23.9854
mat_gene_13	2666	2567	214.603	87.169
mat_gene_14	2750	2651	164.308	64.6253
mat_gene_15	1798	1699	53	32.5264
mat_gene_16	3523	3424	182.304	55.5157
mat_gene_17	3964	3865	25.3396	6.83603
mat_gene_18	1987	1888	168.282	92.9372
mat_gene_19	2424	2325	391.716	175.672
mat_gene_20	761	662	3.5	5.51268
mat_gene_21	2474	2375	24	10.5366
mat_gene_22	4658	4559	215.636	49.3179
mat_gene_23	1861	1762	11.5714	6.84753
mat_gene_24	2875	2776	89.945	33.7839
mat_gene_25	1739	1640	32.0392	20.37
mat_gene_26	1541	1442	0	0
mat_gene_27	894	795	8	10.4924
mat_gene_28	2226	2127	192.068	94.1545
mat_gene_29	2183	2084	60	30.0197
mat_gene_30	2243	2144	58.3103	28.3579
mat_gene_31	1246	1147	61.0361	55.4851
mat_gene_32	2061	1962	8.75	4.6501
mat_gene_33	3159	3060	11.4545	3.9031
mat_gene_34	3990	3891	64.5181	17.2891
mat_gene_35	1062	963	62.1429	67.285
mat_gene_36	3179	3080	57.5888	19.4958
mat_gene_37	1892	1793	219.127	127.429
mat_gene_38	2199	2100	133.586	66.3277
mat_gene_39	1294	1195	15.2778	13.3305
mat_gene_40	2654	2555	122.839	50.13
mat_gene_41	1575	1476	144.571	102.129
mat_gene_42	2681	2582	72.1538	29.1378
mat_gene_43	1516	1417	20	14.7168
mat_gene_44	2132	2033	128.212	65.7575
mat_gene_45	3425	3326	359.178	112.601
mat_gene_46	2089	1990	36.8649	19.3158
mat_gene_47	4610	4511	30.6667	7.08838
mat_gene_48	2347	2248	191.052	88.615
mat_gene_49	821	722	32.087	46.3388
mat_gene_50	1072	973	0	0
mat_gene_51	1426	1327	148.948	117.035
mat_gene_52	4078	3979	549.365	143.959
mat_gene_53	2234	2135	54.6716	26.7004
mat_gene_54	1557	1458	22.3429	15.9784
mat_gene_55	1322	1223	57.2121	48.7769
mat_gene_56	1292	1193	61.5682	53.8107
mat_gene_57	2226	2127	67.3026	32.9927
mat_gene_58	1768	1669	16.5625	10.3472
mat_gene_59	1151	1052	1.56818	1.5543
mat_gene_60	1466	1367	0	0
mat_gene_61	2698	2599	73.2326	29.3799
mat_gene_62	2130	2031	125.926	64.6485
mat_gene_63	513	414	0	0
mat_gene_64	3420	3321	72.1846	22.6636
mat_gene_65	590	491	14.5	30.7921
mat_gene_66	1779	1680	347.036	215.386
mat_gene_67	2107	2008	102.9	53.4324
mat_gene_68	4555	4456	56.875	13.3085
mat_gene_69	3612	3513	330.839	98.1955
mat_gene_70	910	811	10.8	13.8853
mat_gene_71	1380	1281	281.709	229.3
mat_gene_72	1543	1444	247.5	178.715
mat_gene_73	1181	1082	17.5	16.8641
mat_gene_74	1792	1693	17.5	10.7779
mat_gene_75	1477	1378	97.9691	74.1298
mat_gene_76	1919	1820	83.9741	48.1091
mat_gene_77	1985	1886	0	0
mat_gene_78	2067	1968	69.0698	36.5945
mat_gene_79	2684	2585	47.7	19.2403
mat_gene_80	992	893	15.1304	17.6666
mat_gene_81	4518	4419	111.296	26.2609
mat_gene_82	766	667	5.25	8.20704
mat_gene_83	1450	1351	22.5556	17.4081
mat_gene_84	3305	3206	3.66667	1.19251
mat_gene_85	1781	1682	68.2692	42.3206
mat_gene_86	1716	1617	0	0
mat_gene_87	2334	2235	210	97.9704
mat_gene_88	1133	1034	178.664	180.164
mat_gene_89	513	414	25.381	63.9235
mat_gene_90	1137	1038	4.125	4.14362
mat_gene_91	659	560	0	0
mat_gene_92	2306	2207	49.9342	23.5911
mat_gene_93	2090	1991	1.81818	0.95218
mat_gene_94	2995	2896	0	0
mat_gene_95	2110	2011	9.69231	5.02537
mat_gene_96	2138	2039	220.155	112.581
mat_gene_97	1562	1463	5	3.56352
mat_gene_98	2878	2779	25.5517	9.58704
mat_gene_99	2651	2552	101.598	41.5106
mat_gene_100	1866	1767	0	0
mat_gene_101	872	773	55.8692	75.3608
mat_gene_102	765	666	25.0909	39.2821
mat_gene_103	5634	5535	329.823	62.1321
mat_gene_104	2157	2058	92.7206	46.9768
mat_gene_105	3018	2919	112.132	40.0542
mat_gene_106	1662	1563	102.302	68.2464
mat_gene_107	1778	1679	25.4545	15.8077
mat_gene_108	1645	1546	51.5789	34.7869
mat_gene_109	3267	3168	85.8512	28.2562
mat_gene_110	1023	924	17	19.1836
mat_gene_111	4227	4128	688.534	173.916
mat_gene_112	3321	3222	0	0
mat_gene_113	922	823	91.9492	116.493
mat_gene_114	3546	3447	62.1379	18.7961
mat_gene_115	3930	3831	50.9516	13.8675
mat_gene_116	2482	2383	7.5	3.28163
mat_gene_117	1152	1053	0	0
mat_gene_118	593	494	6.11111	12.8987
mat_gene_119	2552	2453	386.676	164.362
mat_gene_120	462	363	22.96	65.9505
mat_gene_121	2264	2165	164.818	79.3778
mat_gene_122	1569	1470	137.148	97.28
mat_gene_123	1907	1808	60.2439	34.743
mat_gene_124	556	457	50	114.079
mat_gene_125	3090	2991	95.7755	33.3881
mat_gene_126	3187	3088	24.4231	8.24662
mat_gene_127	2139	2040	141.767	72.4601
mat_gene_128	2465	2366	149.517	65.8915
mat_gene_129	334	235	5	22.1848
mat_gene_130	1730	1631	6.2963	4.02517
mat_gene_131	2040	1941	170.837	91.7721
mat_gene_132	1435	1336	69.3247	54.1046
mat_gene_133	2921	2822	63.7363	23.5496
mat_gene_134	3329	3230	305.633	98.6621
mat_gene_135	1266	1167	67.4393	60.2553
mat_gene_136	931	832	40.8947	51.2504
mat_gene_137	2255	2156	0	0
mat_gene_138	1768	1669	14.875	9.29295
mat_gene_139	1688	1589	229.787	150.784
mat_gene_140	3931	3832	0	0
mat_gene_141	1652	1553	12.8	8.59392
mat_gene_142	1743	1644	153.357	97.2647
mat_gene_143	2668	2569	146.602	59.5017
mat_gene_144	2047	1948	142.071	76.045
mat_gene_145	1669	1570	63.5444	42.2018
mat_gene_146	1439	1340	1.66667	1.29687
mat_gene_147	1148	1049	11.3333	11.2651
mat_gene_148	2079	1980	249.829	131.562
mat_gene_149	1076	977	17.4545	18.628
mat_gene_150	2510	2411	22.5	9.73057
mat_gene_151	731	632	0	0
mat_gene_152	1273	1174	193.076	171.48
mat_gene_153	751	652	118.349	189.265
mat_gene_154	1293	1194	191.95	167.624
mat_gene_155	2881	2782	310.573	116.402
mat_gene_156	3584	3485	249.251	74.5739
mat_gene_157	1663	1564	0	0
mat_gene_158	4125	4026	0	0
mat_gene_159	1050	951	19.1481	20.9942
mat_gene_160	2691	2592	0	0
mat_gene_161	1927	1828	0	0
mat_gene_162	4286	4187	8.72222	2.17209
mat_gene_163	1204	1105	12.5714	11.8625
mat_gene_164	1418	1319	52.3148	41.3555
mat_gene_165	925	826	0	0
mat_gene_166	1970	1871	0	0
mat_gene_167	899	800	0	0
mat_gene_168	374	275	14.2745	54.123
mat_gene_169	3608	3509	94.6552	28.1264
mat_gene_170	3066	2967	39.4906	13.8781
mat_gene_171	2138	2039	12.8333	6.56259
mat_gene_172	1711	1612	173.681	112.342
mat_gene_173	2655	2556	51.2333	20.8999
mat_gene_174	654	555	0	0
mat_gene_175	1451	1352	15.1304	11.6688
mat_gene_176	1918	1819	86.7478	49.7255
mat_gene_177	596	497	49.7093	104.288
mat_gene_178	2006	1907	48.8889	26.7308
mat_gene_179	3425	3326	252.429	79.1351
mat_gene_180	919	820	23.6522	30.0753
mat_gene_181	835	736	114.019	161.529
mat_gene_182	1642	1543	10.2857	6.95059
mat_gene_183	2353	2254	134.286	62.1196
mat_gene_184	1513	1414	68.475	50.4935
mat_gene_185	2325	2226	343.839	161.058
mat_gene_186	2985	2886	1.38306	0.499688
mat_gene_187	1888	1789	124.622	72.6338
mat_gene_188	2484	2385	28.175	12.3177
mat_gene_189	2933	2834	215.314	79.2185
mat_gene_190	1649	1550	54.8372	36.889
mat_gene_191	2144	2045	19.7383	10.064
mat_gene_192	3197	3098	371.33	124.977
mat_gene_193	1283	1184	62.4894	55.031
mat_gene_194	2658	2559	0	0
mat_gene_195	1622	1523	0	0
mat_gene_196	1018	919	141.85	160.941
mat_gene_197	2299	2200	227.56	107.851
mat_gene_198	2270	2171	61.3827	29.4808
mat_gene_199	3470	3371	245.466	75.9251
mat_gene_200	4558	4459	0	0
mat_gene_201	781	682	81.2377	124.201
mat_gene_202	3095	2996	195.98	68.2059
mat_gene_203	1835	1736	0	0
mat_gene_204	2839	2740	113	43.0012
mat_gene_205	1217	1118	0	0
mat_gene_206	2222	2123	212.968	104.596
mat_gene_207	2415	2316	96.5714	43.4774
mat_gene_208	3229	3130	0	0
mat_gene_209	2036	1937	27.45	14.7763
mat_gene_210	541	442	4.28571	10.1101
mat_gene_211	3225	3126	124.056	41.379
mat_gene_212	2602	2503	34.6667	14.4412
mat_gene_213	390	291	0	0
mat_gene_214	396	297	8.625	30.28
mat_gene_215	1495	1396	0	0
mat_gene_216	424	325	1.33333	4.27768
mat_gene_217	893	794	9.91667	13.0226
mat_gene_218	2886	2787	107.03	40.0425
mat_gene_219	3596	3497	13.3423	3.9782
mat_gene_220	2262	2163	50.2222	24.2099
mat_gene_221	1775	1676	117.874	73.3325
mat_gene_222	1304	1205	30.875	26.7161
mat_gene_223	489	390	32.9412	88.0699
mat_gene_224	1371	1272	2.88889	2.36808
mat_gene_225	879	780	35	46.7871
mat_gene_226	4040	3941	203.898	53.946
mat_gene_227	2246	2147	152.055	73.8452
mat_gene_228	2131	2032	73.6629	37.7988
mat_gene_229	3217	3118	366.339	122.507
mat_gene_230	1674	1575	33	21.8467
mat_gene_231	1936	1837	219.761	124.737
mat_gene_232	1709	1610	278.84	180.585
mat_gene_233	2179	2080	20.4286	10.2407
mat_gene_234	2375	2276	26.6	12.186
mat_gene_235	2260	2161	106.152	51.2182
mat_gene_236	1696	1597	184.805	120.659
mat_gene_237	1524	1425	6.81818	4.98892
mat_gene_238	1752	1653	33.4286	21.0862
mat_gene_239	1065	966	0	0
mat_gene_240	1299	1200	37.4595	32.5487
mat_gene_241	1476	1377	0	0
mat_gene_242	1700	1601	28.5	18.5612
mat_gene_243	1318	1219	75.0101	64.1607
mat_gene_244	1916	1817	65.0294	37.3171
mat_gene_245	1963	1864	0	0
mat_gene_246	2223	2124	231.078	113.438
mat_gene_247	4050	3951	411.52	108.602
mat_gene_248	1004	905	153.529	176.887
mat_gene_249	1807	1708	83.662	51.0732
mat_gene_250	1452	1353	99.2958	76.5219
mat_gene_251	3164	3065	107.667	36.6272
mat_gene_252	912	813	9	11.5426
mat_gene_253	1312	1213	62.88	54.0511
mat_gene_254	734	635	0	0
mat_gene_255	2602	2503	0	0
mat_gene_256	2073	1974	31	16.3745
mat_gene_257	3982	3883	37.0816	9.95737
mat_gene_258	2257	2158	341.446	164.977
mat_gene_259	3148	3049	20.15	6.89082
mat_gene_260	1065	966	17.9474	19.3721
mat_gene_261	1669	1570	6.66667	4.42754
mat_gene_262	2214	2115	25.1429	12.3953
mat_gene_263	1113	1014	12	12.3395
mat_gene_264	1468	1369	14.5	11.0438
mat_gene_265	3877	3778	106.225	29.3168
mat_gene_266	1594	1495	20.15	14.0536
mat_gene_267	2245	2146	11	5.34461
mat_gene_268	1101	1002	19.25	20.0316
mat_gene_269	929	830	9	11.3062
mat_gene_270	1744	1645	94.9565	60.1883
mat_gene_271	2214	2115	22.9565	11.3175
mat_gene_272	2731	2632	0	0
mat_gene_273	1117	1018	0	0
mat_gene_274	3017	2918	0	0
mat_gene_275	793	694	0	0
mat_gene_276	1002	903	81.3333	93.9148
mat_gene_277	2912	2813	44.9032	16.6441
mat_gene_278	2656	2557	307.408	125.354
mat_gene_279	3207	3108	99.7647	33.4695
mat_gene_280	1663	1564	120.896	80.5984
mat_gene_281	627	528	28.1905	55.67
mat_gene_282	1538	1439	40.6667	29.4667
mat_gene_283	766	667	42.8235	66.9437
mat_gene_284	1558	1459	146.364	104.6
mat_gene_285	3356	3257	641.345	205.318
mat_gene_286	2625	2526	343.867	141.942
mat_gene_287	1507	1408	87.9888	65.1595
mat_gene_288	1706	1607	85.1518	55.2498
mat_gene_289	3878	3779	198.462	54.7586
mat_gene_290	3249	3150	136.943	45.3295
mat_gene_291	1359	1260	46.2857	38.3027
mat_gene_292	2158	2059	0	0
mat_gene_293	3193	3094	155.838	52.5178
mat_gene_294	2750	2651	0	0
mat_gene_295	1092	993	29.8649	31.3592
mat_gene_296	2029	1930	19.2593	10.4048
mat_gene_297	2985	2886	248.928	89.9354
mat_gene_298	658	559	6.5	12.1242
mat_gene_299	1029	930	63.3636	71.0412
mat_gene_300	633	534	37.9355	74.0726
mat_gene_301	872	773	28.4762	38.411
mat_gene_302	1802	1703	70.8387	43.372
mat_gene_303	2534	2435	189.88	81.308
mat_gene_304	2618	2519	276.318	114.376
mat_gene_305	3334	3235	106.792	34.4204
mat_gene_306	1036	937	197.209	219.452
mat_gene_307	1670	1571	9.33333	6.1946
mat_gene_308	2628	2529	88.0472	36.3011
mat_gene_309	1389	1290	91.3433	73.8312
mat_gene_310	1849	1750	0	0
mat_gene_311	1272	1173	61.0219	54.2426
mat_gene_312	1666	1567	138.32	92.0384
mat_gene_313	1096	997	19.8857	20.7969
mat_gene_314	3162	3063	134.514	45.7901
mat_gene_315	2264	2165	82.1298	39.5545
mat_gene_316	2346	2247	0	0
mat_gene_317	905	806	56.4923	73.0815
mat_gene_318	1729	1630	23.1818	14.829
mat_gene_319	476	377	24.9375	68.9707
mat_gene_320	3893	3794	0	0
mat_gene_321	2162	2063	61.5	31.0834
mat_gene_322	2462	2363	0	0
mat_gene_323	2925	2826	30.3488	11.1975
mat_gene_324	1794	1695	0	0
mat_gene_325	1027	928	192.886	216.724
mat_gene_326	1448	1349	54.6519	42.2421
mat_gene_327	2689	2590	19.5	7.85033
mat_gene_328	2740	2641	1.87671	0.740939
mat_gene_329	1707	1608	128.992	83.6432
mat_gene_330	1279	1180	17.2727	15.2627
mat_gene_331	1283	1184	62.6747	55.1942
mat_gene_332	1491	1392	84.7769	63.5025
mat_gene_333	2164	2065	93.2727	47.0964
mat_gene_334	2104	2005	53.76	27.9575
mat_gene_335	1443	1344	316.743	245.731
mat_gene_336	888	789	17	22.466
mat_gene_337	2290	2191	31.1538	14.8259
mat_gene_338	684	585	16.2	28.8743
mat_gene_339	5946	5847	86.5946	15.4423
mat_gene_340	1254	1155	50	45.1379
mat_gene_341	1622	1523	16	10.954
mat_gene_342	1519	1420	0	0
mat_gene_343	2272	2173	37.4	17.9459
mat_gene_344	2565	2466	40	16.913
mat_gene_345	664	565	40.8462	75.3799
mat_gene_346	3048	2949	285.073	100.794
mat_gene_347	1012	913	0	0
mat_gene_348	2380	2281	94.1731	43.0482
mat_gene_349	1920	1821	24.4286	13.9875
mat_gene_350	6008	5909	305.143	53.8446
mat_gene_351	3201	3102	110.164	37.0297
mat_gene_352	3607	3508	552.852	164.325
mat_gene_353	2133	2034	20.2222	10.3665
mat_gene_354	2540	2441	99.8889	42.668
mat_gene_355	1340	1241	2.6	2.18451
mat_gene_356	2629	2530	1006.71	414.895
mat_gene_357	2083	1984	97.0667	51.0131
mat_gene_358	1766	1667	65.8	41.157
mat_gene_359	1670	1571	116.478	77.3073
mat_gene_360	1491	1392	136.984	102.609
mat_gene_361	657	558	74.1818	138.617
mat_gene_362	767	668	140.656	219.55
mat_gene_363	777	678	31.7059	48.7599
mat_gene_364	1211	1112	85.1538	79.8459
mat_gene_366	2154	2055	6.3	3.19655
mat_gene_367	609	510	15.4286	31.5434
mat_gene_368	2520	2421	327	140.834
mat_gene_369	2286	2187	42.7143	20.3647
mat_gene_370	2821	2722	169	64.7369
mat_gene_371	2664	2565	94.8235	38.5462
mat_gene_372	2118	2019	16.5455	8.54467
mat_gene_373	2443	2344	430.617	191.552
mat_gene_374	4550	4451	238.939	55.9734
mat_gene_375	2479	2380	9.23077	4.04403
mat_gene_376	3617	3518	0	0
mat_gene_377	1999	1900	391.5	214.848
mat_gene_378	2578	2479	18.6966	7.86393
mat_gene_379	3560	3461	156.895	47.2673
mat_gene_380	1111	1012	81.3289	83.7948
mat_gene_381	2218	2119	57.2603	28.1758
mat_gene_382	1318	1219	152.957	130.834
mat_gene_383	2543	2444	132.786	56.6506
mat_gene_384	1250	1151	20	18.1179
mat_gene_385	3384	3285	1.68333	0.534303
mat_gene_386	1651	1552	23.2941	15.6498
mat_gene_387	1715	1616	26.1892	16.8979
mat_gene_388	762	663	20.7692	32.6633
mat_gene_389	1476	1377	38.6471	29.2641
mat_gene_390	765	666	31.5	49.3162
mat_gene_391	1373	1274	60.9029	49.845
mat_gene_392	2207	2108	96.6761	47.8191
mat_gene_393	1625	1526	0	0
mat_gene_394	2188	2089	122.548	61.1677
mat_gene_395	409	310	38.1846	128.434
mat_gene_396	2913	2814	162.733	60.2982
mat_gene_397	1529	1430	137.5	100.258
mat_gene_398	933	834	3.375	4.2195
mat_gene_399	2005	1906	239.077	130.788
mat_gene_400	3362	3263	10.3125	3.29534
mat_gene_401	3507	3408	8.33333	2.5496
mat_gene_402	3333	3234	222.477	71.7297
mat_gene_403	1599	1500	58.8529	40.91
mat_gene_404	2313	2214	86.9115	40.931
mat_gene_405	4831	4732	965.292	212.7
mat_gene_406	1742	1643	25.2439	16.0203
mat_gene_407	2041	1942	12.5	6.71141
mat_gene_408	2369	2270	0	0
mat_gene_409	3890	3791	0	0
mat_gene_410	2620	2521	14.625	6.0489
mat_gene_411	981	882	304	359.383
mat_gene_412	1476	1377	75.6	57.2454
mat_gene_413	1251	1152	75.129	67.9999
mat_gene_414	1593	1494	51.1538	35.701
mat_gene_415	1666	1567	44.6923	29.7383
mat_gene_416	621	522	17	33.9572
mat_gene_417	2042	1943	29.1739	15.6558
mat_gene_418	3609	3510	70.7586	21.0196
mat_gene_419	1460	1361	6.22222	4.76695
mat_gene_420	3344	3245	12.1579	3.90658
mat_gene_421	673	574	29.8571	54.2362
mat_gene_422	2219	2120	0	0
mat_gene_423	1762	1663	190.273	119.299
mat_gene_424	1767	1668	123.308	77.081
mat_gene_425	983	884	0	0
mat_gene_426	1532	1433	8.33333	6.06353
mat_gene_427	1956	1857	0	0
mat_gene_428	3079	2980	359.679	125.85
mat_gene_429	1436	1337	28	21.8363
mat_gene_430	672	573	3	5.45908
mat_gene_431	3056	2957	458	161.498
mat_gene_432	1019	920	3.48276	3.94719
mat_gene_433	854	755	21.1034	29.1447
mat_gene_434	2269	2170	132.086	63.4675
mat_gene_435	1456	1357	30.7143	23.6001
mat_gene_436	3431	3332	0	0
mat_gene_437	8642	8543	1429.46	174.467
mat_gene_438	2078	1979	410.488	216.276
