target_id	length	eff_length	est_counts	tpm
mat_gene_0	2067	1968	144.82	77.1695
mat_gene_1	1199	1100	85.2982	81.3186
mat_gene_2	544	445	30.5161	71.9138
mat_gene_3	1861	1762	84.7941	50.4664
mat_gene_4	2709	2610	241.418	97.0002
mat_gene_5	1455	1356	202.469	156.582
mat_gene_6	615	516	17.7097	35.9918
mat_gene_7	1511	1412	7.5	5.57018
mat_gene_8	2092	1993	127.173	66.9162
mat_gene_9	2245	2146	67	32.7407
mat_gene_10	1241	1142	109.318	100.385
mat_gene_11	895	796	2.05882	2.71237
mat_gene_12	3736	3637	101.684	29.3192
mat_gene_13	2791	2692	89.2606	34.7718
mat_gene_14	1182	1083	7.33333	7.10094
mat_gene_15	3258	3159	149.697	49.6942
mat_gene_16	2458	2359	20.0455	8.91108
mat_gene_17	3079	2980	36.5641	12.8671
mat_gene_18	1592	1493	58.1446	40.8406
mat_gene_19	2328	2229	73.9565	34.7944
mat_gene_20	1228	1129	80.3548	74.6381
mat_gene_21	2170	2071	210.502	106.591
mat_gene_22	3259	3160	396.208	131.486
mat_gene_24	1216	1117	0	0
mat_gene_25	2702	2603	72	29.0069
mat_gene_26	530	431	32.6667	79.4822
mat_gene_27	556	457	0	0
mat_gene_28	1086	987	17.6327	18.7345
mat_gene_29	1309	1210	110.153	95.4668
mat_gene_30	4192	4093	256.158	65.6309
mat_gene_31	1810	1711	9.69231	5.94046
mat_gene_32	2484	2385	0	0
mat_gene_33	701	602	266	463.37
mat_gene_34	3114	3015	151.67	52.7538
mat_gene_35	1188	1089	9.42308	9.07418
mat_gene_36	3579	3480	162.324	48.9156
mat_gene_37	2742	2643	172.191	68.3212
mat_gene_38	1597	1498	164.242	114.978
mat_gene_39	726	627	44.6897	74.745
mat_gene_40	1754	1655	48.75	30.8901
mat_gene_41	1000	901	28.5714	33.2544
mat_gene_42	1734	1635	96.5323	61.9152
mat_gene_43	1726	1627	0	0
mat_gene_44	1933	1834	182.81	104.53
mat_gene_45	747	648	2.33333	3.77611
mat_gene_46	711	612	14	23.9894
mat_gene_47	1756	1657	65.625	41.5326
mat_gene_48	1591	1492	263.662	185.32
mat_gene_49	984	885	0	0
mat_gene_50	1946	1847	16.625	9.43925
mat_gene_51	2686	2587	116.522	47.2338
mat_gene_52	1817	1718	186.873	114.069
mat_gene_53	992	893	8.14286	9.56242
mat_gene_54	1514	1415	4.5	3.33502
mat_gene_55	937	838	60.3793	75.5591
mat_gene_56	2356	2257	50.5227	23.4746
mat_gene_57	2085	1986	120.948	63.8649
mat_gene_58	2033	1934	16.2963	8.83639
mat_gene_59	2334	2235	146.675	68.8211
mat_gene_60	4758	4659	190	42.7665
mat_gene_61	2288	2189	617	295.585
mat_gene_62	2160	2061	173.274	88.1651
mat_gene_63	2251	2152	20.4545	9.96759
mat_gene_64	1670	1571	55.3333	36.9363
mat_gene_65	1502	1403	48.8372	36.5036
mat_gene_66	1479	1380	63.6087	48.337
mat_gene_67	1440	1341	10.1333	7.9244
mat_gene_68	615	516	31.1897	63.3875
mat_gene_69	1425	1326	52.25	41.3224
mat_gene_70	1057	958	27	29.5557
mat_gene_71	479	380	35.5926	98.2242
mat_gene_72	1462	1363	0	0
mat_gene_73	1994	1895	538.366	297.928
mat_gene_74	1808	1709	6.75	4.14194
mat_gene_75	2640	2541	33.2222	13.7109
mat_gene_76	1636	1537	135.842	92.6837
mat_gene_77	1655	1556	239.045	161.106
mat_gene_78	2193	2094	61.4898	30.7942
mat_gene_79	5301	5202	58.6602	11.8254
mat_gene_80	1584	1485	54.3373	38.372
mat_gene_81	2342	2243	25.7059	12.0184
mat_gene_82	2817	2718	162.24	62.5966
mat_gene_83	2660	2561	209.559	85.8102
mat_gene_84	1255	1156	120.825	109.607
mat_gene_85	1213	1114	12.8481	12.0947
mat_gene_86	1541	1442	0	0
mat_gene_87	570	471	29.8966	66.5645
mat_gene_88	2401	2302	288	131.199
mat_gene_89	1059	960	10	10.9237
mat_gene_90	1844	1745	8.18182	4.91696
mat_gene_91	1505	1406	41.6667	31.0775
mat_gene_92	2060	1961	204.127	109.161
mat_gene_93	2690	2591	0	0
mat_gene_94	2818	2719	38.7104	14.93
mat_gene_95	2023	1924	164.091	89.438
mat_gene_96	859	760	10.9286	15.0797
mat_gene_97	469	370	0	0
mat_gene_98	2397	2298	22.0312	10.0538
mat_gene_99	1524	1425	265.714	195.543
mat_gene_100	1885	1786	0	0
mat_gene_101	941	842	0	0
mat_gene_102	1265	1166	22.2353	19.998
mat_gene_103	2509	2410	0	0
mat_gene_104	2252	2153	45	21.9185
mat_gene_105	2351	2252	124.844	58.1354
mat_gene_106	424	325	4.8	15.4882
mat_gene_107	1773	1674	40.7692	25.5399
mat_gene_108	588	489	22.3077	47.8397
mat_gene_109	1655	1556	29.7	20.0166
mat_gene_110	2678	2579	105.055	42.7175
mat_gene_111	1805	1706	82.1739	50.5123
mat_gene_112	687	588	7.42857	13.2486
