target_id	length	eff_length	est_counts	tpm
mat_gene_0	2713	2614	23.7073	10.9286
mat_gene_1	675	576	28.9231	60.5075
mat_gene_2	1953	1854	68	44.1963
mat_gene_3	1531	1432	92.9635	78.227
mat_gene_4	1237	1138	86.45	91.5398
mat_gene_5	593	494	3	7.31781
mat_gene_6	3714	3615	22.6111	7.53704
mat_gene_7	1089	990	60.8257	74.0353
mat_gene_8	2506	2407	0	0
mat_gene_9	1797	1698	0	0
mat_gene_10	2834	2735	108.015	47.5897
mat_gene_11	1752	1653	121.275	88.4068
mat_gene_12	2540	2441	533.333	263.28
mat_gene_13	2280	2181	5.5	3.03874
mat_gene_14	2007	1908	179.384	113.29
mat_gene_15	1696	1597	16.5	12.4499
mat_gene_16	3833	3734	140.523	45.3481
mat_gene_17	3699	3600	312.677	104.66
mat_gene_18	1007	908	13.3333	17.6946
mat_gene_19	4146	4047	57.4634	17.1098
mat_gene_20	1661	1562	181.68	140.157
mat_gene_21	649	550	25.5	55.8682
mat_gene_22	1985	1886	6.33333	4.04648
mat_gene_23	2952	2853	196.277	82.9001
mat_gene_24	1724	1625	13.9042	10.3105
mat_gene_25	2867	2768	0	0
mat_gene_26	725	626	0	0
mat_gene_27	1061	962	45.5714	57.0827
mat_gene_28	3309	3210	329.828	123.814
mat_gene_29	1937	1838	55.082	36.112
mat_gene_30	1117	1018	48.8889	57.8695
mat_gene_31	1258	1159	111.87	116.31
mat_gene_32	1148	1049	12.24	14.0602
mat_gene_33	361	262	1	4.59924
mat_gene_34	2841	2742	0	0
mat_gene_35	1427	1328	30.8571	27.9991
mat_gene_36	2162	2063	0	0
mat_gene_37	1081	982	6.3	7.73065
mat_gene_38	2300	2201	70.8741	38.802
mat_gene_39	1532	1433	95.7709	80.5331
mat_gene_40	2975	2876	89.25	37.3944
mat_gene_41	1306	1207	0	0
mat_gene_42	5496	5397	0	0
mat_gene_43	2847	2748	68.6593	30.1072
mat_gene_44	1007	908	261	346.371
mat_gene_45	1342	1243	8.66667	8.40172
mat_gene_46	975	876	39	53.6473
mat_gene_47	1346	1247	0	0
mat_gene_48	1327	1228	0	0
mat_gene_49	1506	1407	122.128	104.594
mat_gene_50	871	772	35.625	55.6064
mat_gene_51	3599	3500	31.5556	10.8641
mat_gene_52	1058	959	2	2.51303
mat_gene_53	720	621	42.2727	82.0268
mat_gene_54	977	878	0	0
mat_gene_55	1731	1632	19.8333	14.6441
mat_gene_56	1661	1562	55.8871	43.1139
mat_gene_57	2005	1906	12.4138	7.84817
mat_gene_58	793	694	0	0
mat_gene_59	562	463	6.85714	17.8463
mat_gene_60	1386	1287	42.7778	40.0522
mat_gene_61	2180	2081	7.5	4.34286
mat_gene_62	2004	1905	135.355	85.6185
mat_gene_63	2434	2335	4.8	2.47709
mat_gene_64	1432	1333	0	0
mat_gene_65	1866	1767	13.2143	9.01144
mat_gene_66	2899	2800	13.2632	5.70789
mat_gene_67	613	514	6	14.0661
mat_gene_68	998	899	7.91667	10.6113
mat_gene_69	1722	1623	0	0
mat_gene_70	1015	916	10	13.155
mat_gene_71	2094	1995	15.5517	9.3934
mat_gene_72	2138	2039	105.026	62.0676
mat_gene_73	2700	2601	177.377	82.176
mat_gene_74	4171	4072	367.537	108.763
mat_gene_75	2772	2673	42.6869	19.2434
mat_gene_76	4263	4164	206.969	59.8938
mat_gene_77	1265	1166	65.8636	68.0666
mat_gene_78	1014	915	0	0
mat_gene_79	2114	2015	0	0
mat_gene_80	2368	2269	0	0
mat_gene_81	1925	1826	5.18919	3.42441
mat_gene_82	1740	1641	13.2222	9.70919
mat_gene_83	2841	2742	278.353	122.325
mat_gene_84	858	759	78.114	124.015
mat_gene_85	1819	1720	8.40206	5.88633
mat_gene_86	2566	2467	38	18.561
mat_gene_87	1135	1036	124.568	144.889
mat_gene_88	2665	2566	74.6609	35.0609
mat_gene_89	3572	3473	153.9	53.3975
mat_gene_90	1601	1502	400	320.905
mat_gene_91	1945	1846	0	0
mat_gene_92	1141	1042	29.3333	33.9219
mat_gene_93	1909	1810	5.1236	3.41101
mat_gene_94	2863	2764	0	0
mat_gene_95	2680	2581	49.3617	23.0457
mat_gene_96	947	848	47	66.7866
mat_gene_97	2115	2016	83.4186	49.8608
mat_gene_98	1070	971	0	0
mat_gene_99	1586	1487	13.7778	11.1649
mat_gene_100	1865	1766	5.69231	3.88405
mat_gene_101	2337	2238	40.7568	21.9445
mat_gene_102	1966	1867	95.3408	61.5349
mat_gene_103	1672	1573	0	0
mat_gene_104	3571	3472	32.4571	11.2646
mat_gene_105	4182	4083	117.193	34.5867
mat_gene_106	1321	1222	36.8	36.288
mat_gene_107	1314	1215	10.4	10.3144
mat_gene_108	674	575	39.5455	82.8735
mat_gene_109	1288	1189	6.57895	6.66748
mat_gene_110	2159	2060	65.8214	38.5023
mat_gene_111	1912	1813	19	12.6282
mat_gene_112	2517	2418	0	0
mat_gene_113	1958	1859	173.299	112.332
mat_gene_114	466	367	0	0
mat_gene_115	2966	2867	494.952	208.028
mat_gene_116	1312	1213	72.1101	71.6345
mat_gene_117	1769	1670	0	0
mat_gene_118	2347	2248	117	62.7157
mat_gene_119	2717	2618	29.4545	13.5572
