target_id	length	eff_length	est_counts	tpm
mat_gene_0	2262	2163	226	108.716
mat_gene_1	2099	2000	279.075	145.189
mat_gene_2	2512	2413	191.07	82.3908
mat_gene_3	2193	2094	0	0
mat_gene_4	1195	1096	28.7838	27.3263
mat_gene_5	3554	3455	89.2051	26.8649
mat_gene_6	1954	1855	20.88	11.712
mat_gene_7	2190	2091	201.481	100.259
mat_gene_8	2625	2526	65.9615	27.1707
mat_gene_9	1847	1748	27.5	16.3695
mat_gene_10	1251	1152	49.2237	44.4596
mat_gene_11	1744	1645	0	0
mat_gene_12	3601	3502	143.269	42.5676
mat_gene_13	2930	2831	85.8	31.5349
mat_gene_14	4920	4821	115.849	25.0033
mat_gene_15	2183	2084	29.6552	14.8063
mat_gene_16	3884	3785	234.726	64.5266
mat_gene_17	1354	1255	8.125	6.73633
mat_gene_18	1577	1478	2.89231	2.03617
mat_gene_19	1624	1525	237.98	162.373
mat_gene_20	917	818	20.4545	26.0184
mat_gene_21	574	475	59.375	130.063
mat_gene_22	3010	2911	52.5	18.7655
mat_gene_23	2081	1982	205.269	107.761
mat_gene_24	3250	3151	143.109	47.2565
mat_gene_25	1674	1575	9.14286	6.04011
mat_gene_26	1135	1036	28	28.1217
mat_gene_27	1179	1080	38.9153	37.4921
mat_gene_28	1504	1405	52.8261	39.1215
mat_gene_29	1610	1511	125.099	86.1457
mat_gene_30	2352	2253	0	0
mat_gene_31	1117	1018	63.6162	65.0224
mat_gene_32	565	466	71.3333	159.276
mat_gene_33	1874	1775	9	5.27579
mat_gene_34	3120	3021	109.834	37.8295
mat_gene_35	2430	2331	10	4.46376
mat_gene_36	1070	971	87.1385	93.3758
mat_gene_37	738	639	30.0488	48.9294
mat_gene_38	3106	3007	52.7	18.2356
mat_gene_39	407	308	29.8378	100.8
mat_gene_40	4678	4579	178.215	40.4965
mat_gene_41	1338	1239	35.2	29.5607
mat_gene_42	1661	1562	36.6667	24.425
mat_gene_43	3044	2945	14.3478	5.06926
mat_gene_44	1964	1865	34	18.969
mat_gene_45	3431	3332	253.227	79.0768
mat_gene_46	1452	1353	0	0
mat_gene_47	1319	1220	118.171	100.784
mat_gene_48	1544	1445	71.3382	51.3686
mat_gene_49	3076	2977	109.774	38.3676
mat_gene_50	4125	4026	71.6203	18.51
mat_gene_51	710	611	25.6	43.5956
mat_gene_52	2447	2348	89.3433	39.592
mat_gene_53	1408	1309	34.4615	27.3929
mat_gene_54	3412	3313	0	0
mat_gene_55	1613	1514	295.065	202.785
mat_gene_56	4444	4345	131.538	31.4997
mat_gene_57	5682	5583	612.528	114.157
mat_gene_58	1726	1627	10.2	6.52313
mat_gene_59	2303	2204	85.0566	40.155
mat_gene_60	2529	2430	157.679	67.5166
mat_gene_61	1584	1485	0	0
mat_gene_62	997	898	24.1667	28.0017
mat_gene_63	2123	2024	9	4.62674
mat_gene_64	2234	2135	0	0
mat_gene_65	2215	2116	0	0
mat_gene_66	1778	1679	16.0417	9.94128
mat_gene_67	1476	1377	131.799	99.5913
mat_gene_68	549	450	12.9231	29.8811
mat_gene_69	1513	1414	90.0638	66.2742
mat_gene_70	1069	970	36.791	39.4652
mat_gene_71	4748	4649	1.45399	0.32542
mat_gene_72	2699	2600	0	0
mat_gene_73	2371	2272	134.239	61.4772
mat_gene_74	1354	1255	58.2593	48.302
mat_gene_75	2847	2748	134.756	51.024
mat_gene_76	865	766	92.75	125.988
mat_gene_77	1163	1064	8.47368	8.28656
mat_gene_78	699	600	34.2857	59.4573
mat_gene_79	1740	1641	11.5556	7.32699
mat_gene_80	1764	1665	74.9545	46.8411
