target_id	length	eff_length	est_counts	tpm
mat_gene_0	1525	1426	172.838	126.724
mat_gene_1	2427	2328	24.8276	11.1504
mat_gene_2	2172	2073	237.041	119.554
mat_gene_3	1904	1805	159.917	92.6308
mat_gene_4	2335	2236	164.53	76.9329
mat_gene_5	2776	2677	0	0
mat_gene_6	3022	2923	0	0
mat_gene_7	2531	2432	243	104.468
mat_gene_8	1521	1422	40	29.4103
mat_gene_9	1447	1348	34.2	26.5262
mat_gene_10	940	841	4.90909	6.10301
mat_gene_12	1487	1388	146.382	110.265
mat_gene_13	906	807	71.191	92.2339
mat_gene_14	1850	1751	44.7581	26.7254
mat_gene_15	1955	1856	0	0
mat_gene_16	584	485	25.4545	54.8735
mat_gene_17	1348	1249	15.7667	13.1982
mat_gene_18	2334	2235	0	0
mat_gene_19	1848	1749	39.2037	23.4356
mat_gene_21	2343	2244	15.3333	7.14418
mat_gene_22	2142	2043	192	98.2589
mat_gene_23	1284	1185	3.6	3.17631
mat_gene_24	1750	1651	164.444	104.138
mat_gene_25	1553	1454	120.477	86.6322
mat_gene_26	2185	2086	20.7037	10.377
mat_gene_27	2138	2039	67.7907	34.761
mat_gene_28	4261	4162	121.006	30.3979
mat_gene_29	1826	1727	65.9808	39.9451
mat_gene_30	2060	1961	75.7241	40.3734
mat_gene_31	1693	1594	84.0851	55.1531
mat_gene_32	1257	1158	12.5	11.286
mat_gene_33	1667	1568	179.931	119.977
mat_gene_34	1153	1054	7.33333	7.27444
mat_gene_35	1988	1889	82.9853	45.9312
mat_gene_36	1069	970	16.64	17.9358
mat_gene_37	1437	1338	28.5	22.2704
mat_gene_38	577	478	23.697	51.8327
mat_gene_39	2151	2052	157.148	80.0703
mat_gene_40	610	511	30.8571	63.1355
mat_gene_41	1228	1129	84.375	78.1374
mat_gene_42	1582	1483	25.2	17.7664
mat_gene_43	903	804	54.6848	71.113
mat_gene_44	1899	1800	177.945	103.36
mat_gene_45	2036	1937	317.431	171.34
mat_gene_46	1395	1296	30.36	24.4926
mat_gene_47	939	840	19.4737	24.2386
mat_gene_48	1341	1242	48	40.4072
mat_gene_49	2738	2639	131.822	52.2259
mat_gene_50	2623	2524	80.5841	33.381
mat_gene_51	1561	1462	4.61538	3.30065
mat_gene_52	976	877	19.5	23.2474
mat_gene_53	1360	1261	45.6	37.8084
mat_gene_54	1578	1479	116.02	82.0168
mat_gene_55	1722	1623	0	0
mat_gene_56	2145	2046	20.5714	10.5123
mat_gene_57	2423	2324	100.303	45.1248
mat_gene_58	2220	2121	114.263	56.3255
mat_gene_59	2226	2127	0	0
mat_gene_60	1624	1525	0	0
mat_gene_61	2402	2303	56.8163	25.794
mat_gene_62	1946	1847	111.863	63.3228
mat_gene_63	2848	2749	14.8235	5.63788
mat_gene_64	2880	2781	61.2338	23.0212
mat_gene_65	2492	2393	82.9485	36.2414
mat_gene_66	2377	2278	11.0727	5.08206
mat_gene_67	1327	1228	3.54545	3.01865
mat_gene_68	2230	2131	102	50.0444
mat_gene_69	720	621	62.8571	105.828
mat_gene_70	1961	1862	234.95	131.927
mat_gene_71	1604	1505	35.2	24.4537
mat_gene_72	1956	1857	0	0
mat_gene_73	3046	2947	761.854	270.29
mat_gene_74	3002	2903	0	0
mat_gene_75	879	780	35.6774	47.8231
mat_gene_76	1977	1878	33.1875	18.4764
mat_gene_77	1186	1087	36.3182	34.9328
mat_gene_78	2130	2031	13.405	6.90074
mat_gene_79	3439	3340	239.352	74.9254
mat_gene_80	2594	2495	361.506	151.49
mat_gene_81	1093	994	56.4862	59.4149
mat_gene_82	427	328	25	79.6902
mat_gene_83	2055	1956	252	134.701
mat_gene_84	1599	1500	0	0
mat_gene_85	1045	946	64.2233	70.9807
mat_gene_86	2376	2277	96.8491	44.4704
mat_gene_87	767	668	60.4505	94.6154
mat_gene_88	1716	1617	89.3478	57.7714
mat_gene_89	1446	1347	206.698	160.438
mat_gene_90	1409	1310	37.9355	30.277
mat_gene_91	1161	1062	11	10.8295
