target_id	length	eff_length	est_counts	tpm
mat_gene_0	1452	1353	60.2985	46.4482
mat_gene_1	1969	1870	140.69	78.4117
mat_gene_2	1903	1804	103.962	60.062
mat_gene_3	2443	2344	161.249	71.6966
mat_gene_4	1600	1501	0	0
mat_gene_5	1147	1048	37.587	37.3797
mat_gene_6	1526	1427	0	0
mat_gene_7	1456	1357	18.4286	14.1538
mat_gene_8	651	552	1.08333	2.04542
mat_gene_10	2422	2323	79.3	35.5782
mat_gene_11	1927	1828	162.952	92.906
mat_gene_12	1725	1626	142.644	91.4311
mat_gene_13	1144	1045	4.4	4.3883
mat_gene_14	692	593	52.65	92.5346
mat_gene_15	1698	1599	0	0
mat_gene_16	1660	1561	0	0
mat_gene_17	1118	1019	251.134	256.858
mat_gene_18	3495	3396	0	0
mat_gene_19	5126	5027	910.666	188.804
mat_gene_20	1359	1260	4.875	4.03241
mat_gene_21	1139	1040	26.0465	26.1022
mat_gene_22	4254	4155	118.231	29.6565
mat_gene_23	974	875	12.0909	14.4016
mat_gene_24	545	446	0	0
mat_gene_25	1291	1192	8.4	7.34452
mat_gene_26	2318	2219	30.6667	14.4036
mat_gene_27	3003	2904	0	0
mat_gene_28	1626	1527	482.398	329.251
mat_gene_29	2099	2000	92.2264	48.0602
mat_gene_30	2059	1960	181.125	96.3125
mat_gene_31	1379	1280	114.783	93.4602
mat_gene_32	528	429	0	0
mat_gene_33	1470	1371	26.0741	19.8213
mat_gene_34	1295	1196	193.655	168.756
mat_gene_35	1341	1242	120.255	100.912
mat_gene_36	1457	1358	4.66667	3.58152
mat_gene_37	1762	1663	32.5	20.3681
mat_gene_38	5098	4999	484.843	101.083
mat_gene_39	2442	2343	56.2319	25.0133
mat_gene_40	3486	3387	44.3733	13.6542
mat_gene_41	3075	2976	0	0
mat_gene_42	1799	1700	75	45.9804
mat_gene_43	1267	1168	0	0
mat_gene_44	909	810	40.1579	51.6709
mat_gene_45	428	329	73.7059	233.489
mat_gene_46	1415	1316	12.9231	10.2346
mat_gene_47	2489	2390	213.231	92.9849
mat_gene_48	2545	2446	38.6909	16.4859
mat_gene_49	1652	1553	134.129	90.0143
mat_gene_50	720	621	0	0
mat_gene_51	821	722	92.1461	133.015
mat_gene_52	2592	2493	95.5385	39.9408
mat_gene_53	2955	2856	88	32.1133
mat_gene_54	2137	2038	105.796	54.1035
mat_gene_55	1503	1404	13.3333	9.89765
mat_gene_56	2552	2453	10	4.24877
mat_gene_57	1427	1328	6.22222	4.88324
mat_gene_58	2572	2473	3.60563	1.51956
mat_gene_59	2271	2172	168.571	80.8881
mat_gene_60	885	786	7.68932	10.1959
mat_gene_61	2922	2823	116.345	42.9534
mat_gene_62	986	887	94.6618	111.227
mat_gene_63	1378	1279	7.09091	5.77819
mat_gene_64	2336	2237	80.3898	37.4538
mat_gene_65	2626	2527	254.802	105.089
mat_gene_66	2553	2454	120.789	51.2997
mat_gene_67	1327	1228	89.4085	75.8823
mat_gene_68	1724	1625	125.709	80.6255
mat_gene_69	2807	2708	280.815	108.077
mat_gene_70	1308	1209	76.4706	65.9217
mat_gene_71	2194	2095	68.3067	33.9813
mat_gene_72	785	686	21.4615	32.606
mat_gene_73	2357	2258	78.6977	36.3244
mat_gene_74	1960	1861	0	0
mat_gene_75	1883	1784	135.013	78.8755
mat_gene_76	2682	2583	353.215	142.52
mat_gene_77	947	848	70.725	86.9236
mat_gene_78	2451	2352	0	0
mat_gene_79	1078	979	73.9726	78.7496
mat_gene_80	1744	1645	93.6	59.3021
mat_gene_81	2199	2100	219.035	108.706
mat_gene_82	1294	1195	24.5106	21.377
mat_gene_83	1105	1006	38.8235	40.2214
mat_gene_84	991	892	128	149.557
mat_gene_85	927	828	19.8	24.9227
mat_gene_86	1079	980	13.25	14.0913
mat_gene_87	2658	2559	87.6087	35.681
mat_gene_88	2099	2000	18.1818	9.47475
mat_gene_89	2924	2825	6.82353	2.51739
mat_gene_90	3608	3509	0	0
mat_gene_91	3509	3410	19.6	5.99049
mat_gene_92	2120	2021	16.1538	8.33048
mat_gene_93	1440	1341	6.22222	4.8359
mat_gene_94	2097	1998	10.25	5.34674
mat_gene_95	714	615	26.7273	45.2939
mat_gene_96	941	842	47	58.1763
mat_gene_97	3261	3162	84.2857	27.7813
mat_gene_98	1362	1263	0	0
mat_gene_99	3745	3646	299	85.4702
mat_gene_100	760	661	16.3636	25.8011
mat_gene_101	376	277	14.1429	53.213
mat_gene_102	3901	3802	46.8	12.829
mat_gene_103	1553	1454	132	94.6172
mat_gene_104	3201	3102	153.191	51.4699
mat_gene_105	1417	1318	49.6094	39.2291
mat_gene_106	969	870	0	0
mat_gene_107	1308	1209	75.1449	64.7789
mat_gene_108	2750	2651	15.75	6.192
mat_gene_109	1846	1747	7.2	4.29536
mat_gene_110	1819	1720	85.55	51.8384
mat_gene_111	3035	2936	20.5683	7.30134
mat_gene_112	2655	2556	41.9184	17.0924
mat_gene_113	738	639	42.7778	69.7714
mat_gene_114	3192	3093	156.135	52.6115
mat_gene_115	2401	2302	24	10.8659
mat_gene_116	1759	1660	0	0
mat_gene_117	1266	1167	23.3607	20.8629
mat_gene_118	1320	1221	87.5	74.6883
mat_gene_119	1988	1889	69.8039	38.5131
mat_gene_120	899	800	7.28571	9.49167
mat_gene_121	2014	1915	0	0
mat_gene_122	3300	3201	279.164	90.8939
mat_gene_123	1007	908	20	22.9564
mat_gene_124	1452	1353	31.122	23.9734
mat_gene_125	1308	1209	3.9	3.36201
mat_gene_126	2771	2672	894.328	348.836
mat_gene_127	2035	1936	77.3111	41.6195
mat_gene_128	802	703	121.126	179.573
mat_gene_129	1544	1445	586	422.659
mat_gene_130	1693	1594	156.071	102.046
mat_gene_131	993	894	38.2258	44.5635
mat_gene_132	2718	2619	0	0
mat_gene_133	816	717	142.13	206.598
mat_gene_134	2683	2584	0	0
mat_gene_135	971	872	6.90909	8.25781
mat_gene_136	878	779	84	112.383
mat_gene_137	2026	1927	16.5517	8.95204
mat_gene_138	2514	2415	226.221	97.6282
mat_gene_139	893	794	40.5714	53.255
mat_gene_140	1378	1279	120.406	98.1154
mat_gene_141	1486	1387	132.429	99.5097
mat_gene_142	1740	1641	233.462	148.275
mat_gene_143	1613	1514	23.3143	16.0493
mat_gene_144	1006	907	115.336	132.531
mat_gene_145	1419	1320	53.5542	42.2844
mat_gene_146	2302	2203	213.715	101.107
mat_gene_147	3393	3294	93.1655	29.4776
mat_gene_148	2487	2388	0	0
mat_gene_149	517	418	7.69231	19.1797
mat_gene_150	1985	1886	88.9211	49.1387
mat_gene_151	1592	1493	76.8625	53.6556
mat_gene_152	3331	3232	180.944	58.3489
mat_gene_153	990	891	101.109	118.27
mat_gene_154	2147	2048	159.669	81.255
mat_gene_155	893	794	0	0
mat_gene_156	939	840	197.247	244.732
mat_gene_157	1842	1743	9	5.38153
mat_gene_158	2850	2751	16.8	6.36472
mat_gene_159	3228	3129	37.7436	12.5718
mat_gene_160	1117	1018	0	0
mat_gene_161	2345	2246	0	0
mat_gene_162	3390	3291	36.3714	11.5184
mat_gene_163	2241	2142	140.34	68.2847
mat_gene_164	662	563	3	5.55358
mat_gene_165	1471	1372	38.6471	29.3577
mat_gene_166	1188	1089	10	9.57045
mat_gene_167	3626	3527	161.789	47.8083
mat_gene_168	3040	2941	287.522	101.891
mat_gene_169	3231	3132	95.8333	31.8901
mat_gene_170	3598	3499	957.478	285.197
mat_gene_171	2431	2332	24	10.7261
mat_gene_172	1691	1592	129.516	84.7893
mat_gene_173	1108	1009	22	22.7244
mat_gene_174	1489	1390	29.2917	21.9629
mat_gene_176	625	526	62	122.848
mat_gene_177	929	830	51	64.0402
mat_gene_178	3780	3681	65.0656	18.4224
mat_gene_179	2860	2761	223.673	84.4323
mat_gene_180	1395	1296	164.211	132.056
mat_gene_181	1740	1641	17.8879	11.3608
mat_gene_182	1455	1356	65.0889	50.0274
mat_gene_183	1703	1604	183.318	119.114
mat_gene_184	1553	1454	85.5729	61.3384
mat_gene_185	475	376	77.1515	213.854
mat_gene_186	2918	2819	121.197	44.8083
mat_gene_187	3050	2951	379.339	133.974
mat_gene_188	3072	2973	25.5349	8.95157
mat_gene_189	1721	1622	84.3137	54.1761
mat_gene_190	2560	2461	8.33333	3.52913
mat_gene_191	2446	2347	79.7143	35.3984
mat_gene_192	3043	2944	0	0
mat_gene_193	2114	2015	79.8056	41.278
mat_gene_194	951	852	26.8235	32.8123
mat_gene_195	6353	6254	0	0
mat_gene_196	4266	4167	68.0357	17.0166
mat_gene_197	1633	1534	89.5766	60.8597
mat_gene_198	1735	1636	100.962	64.3181
mat_gene_199	2212	2113	64.2783	31.7048
mat_gene_200	1177	1078	20.2632	19.5906
mat_gene_201	1164	1065	12.9524	12.6754
mat_gene_202	717	618	0	0
mat_gene_203	3229	3130	45.6462	15.1992
mat_gene_204	2547	2448	22	9.36638
mat_gene_205	1962	1863	70.3529	39.3577
mat_gene_206	3304	3205	309.205	100.549
mat_gene_207	5545	5446	354.979	67.9336
mat_gene_208	1133	1034	56.2373	56.6845
mat_gene_209	838	739	101.583	143.264
mat_gene_210	1110	1011	0	0
mat_gene_211	601	502	4	8.30456
mat_gene_212	1648	1549	152.372	102.521
mat_gene_213	3216	3117	100.962	33.7582
mat_gene_214	1329	1230	0	0
mat_gene_215	3456	3357	181.226	56.2638
mat_gene_216	3368	3269	58.9167	18.7838
mat_gene_217	2706	2607	0	0
mat_gene_218	1580	1481	21.7	15.2709
mat_gene_219	3065	2966	243.648	85.6154
mat_gene_220	2282	2183	22	10.5034
mat_gene_221	3847	3748	0	0
mat_gene_222	1002	903	85.7658	98.9889
mat_gene_223	3287	3188	33.5484	10.9677
mat_gene_224	1638	1539	17.2308	11.6688
mat_gene_225	2146	2047	22.3712	11.3902
mat_gene_226	1779	1680	64.7089	40.1435
mat_gene_227	1062	963	109.482	118.489
mat_gene_228	1061	962	5.71429	6.19081
mat_gene_229	3077	2978	406.73	142.345
mat_gene_230	2504	2405	143.246	62.0768
mat_gene_231	1234	1135	86.5385	79.4646
mat_gene_232	1016	917	21.6	24.5496
mat_gene_233	1154	1055	45.6522	45.0993
mat_gene_234	2418	2319	359.657	161.64
mat_gene_235	2722	2623	14.5385	5.77671
