target_id	length	eff_length	est_counts	tpm
mat_gene_0	1301	1202	83.7778	73.4263
mat_gene_1	2340	2241	131.529	61.8313
mat_gene_2	1879	1780	13.5	7.9899
mat_gene_3	1181	1082	24.2051	23.5672
mat_gene_4	1682	1583	4.57143	3.04227
mat_gene_5	1283	1184	43.8154	38.9854
mat_gene_6	1827	1728	255	155.462
mat_gene_7	344	245	4.86207	20.9066
mat_gene_8	1380	1281	10.8	8.88182
mat_gene_9	2526	2427	0	0
mat_gene_10	883	784	69.6429	93.5811
mat_gene_11	3667	3568	35.4571	10.469
mat_gene_12	1354	1255	144.847	121.589
mat_gene_13	2705	2606	72.439	29.2837
mat_gene_14	1916	1817	279.148	161.848
mat_gene_15	1530	1431	30	22.0856
mat_gene_16	1693	1594	46.241	30.5609
mat_gene_17	2063	1964	0	0
mat_gene_18	1248	1149	12.3333	11.3081
mat_gene_19	1652	1553	55.2	37.4451
mat_gene_20	3849	3750	14.7692	4.1491
mat_gene_21	2016	1917	75.1942	41.3228
mat_gene_22	2624	2525	14.8571	6.19871
mat_gene_23	1123	1024	0	0
mat_gene_24	4054	3955	0	0
mat_gene_25	1003	904	0	0
mat_gene_26	2211	2112	8.8	4.38951
mat_gene_27	3621	3522	55.5429	16.6137
mat_gene_28	2944	2845	64.6579	23.9423
mat_gene_29	2084	1985	0	0
mat_gene_30	980	881	4.75	5.67996
mat_gene_31	3315	3216	0	0
mat_gene_32	1565	1466	0	0
mat_gene_33	3448	3349	79.6033	25.0405
mat_gene_34	1736	1637	0	0
mat_gene_35	519	420	31	77.7571
mat_gene_36	1763	1664	17.5	11.0793
mat_gene_37	1418	1319	6	4.79219
mat_gene_38	2277	2178	217.662	105.281
mat_gene_39	575	476	97.6129	216.037
mat_gene_40	2385	2286	51.6364	23.7962
mat_gene_41	695	596	0	0
mat_gene_42	1192	1093	13.4167	12.9316
mat_gene_43	1005	906	69.7872	81.1475
mat_gene_44	2896	2797	14	5.27306
mat_gene_45	3988	3889	19.5	5.28231
mat_gene_46	1426	1327	9.33333	7.40957
mat_gene_47	2126	2027	110.726	57.5471
mat_gene_48	1024	925	19.8333	22.5882
mat_gene_49	1692	1593	67.6765	44.7558
mat_gene_50	1186	1087	13.4286	13.0145
mat_gene_51	1548	1449	12.2727	8.92278
mat_gene_52	3446	3347	143.874	45.285
mat_gene_53	4132	4033	339.477	88.6768
mat_gene_54	2462	2363	33.0909	14.7527
mat_gene_55	407	308	0	0
mat_gene_56	819	720	0	0
mat_gene_57	1282	1183	53.8684	47.9708
mat_gene_58	1997	1898	0	0
mat_gene_59	1754	1655	52	33.1004
mat_gene_60	1947	1848	11.875	6.76954
mat_gene_61	4016	3917	188.652	50.7384
mat_gene_62	1111	1012	12.8333	13.3594
mat_gene_63	1508	1409	0	0
mat_gene_64	637	538	11.0833	21.7028
mat_gene_65	2881	2782	58.1053	22.0032
mat_gene_66	1601	1502	152	106.611
mat_gene_67	2737	2638	103.877	41.4833
mat_gene_68	637	538	7.30769	14.3095
mat_gene_69	2744	2645	104.12	41.4702
mat_gene_70	2064	1965	306.506	164.325
mat_gene_71	1484	1385	0	0
mat_gene_72	3444	3345	196.507	61.8884
mat_gene_73	1368	1269	12.9524	10.7526
mat_gene_74	862	763	24.8947	34.3724
mat_gene_75	1857	1758	171.676	102.877
mat_gene_76	1501	1402	0	0
mat_gene_77	3669	3570	244.444	72.1339
mat_gene_78	2705	2606	0	0
mat_gene_79	3162	3063	79.2581	27.2599
