target_id	length	eff_length	est_counts	tpm
mat_gene_0	806	707	273.699	405.612
mat_gene_1	2406	2307	64.6154	29.3458
mat_gene_2	3076	2977	14.1176	4.96868
mat_gene_3	1603	1504	133.729	93.1615
mat_gene_4	2534	2435	144.912	62.3538
mat_gene_5	2208	2109	128.467	63.8224
mat_gene_6	3460	3361	12.9524	4.03775
mat_gene_7	1267	1168	53.9589	48.4037
mat_gene_8	2468	2369	68.0833	30.1116
mat_gene_9	961	862	56.093	68.1804
mat_gene_10	2986	2887	43.0645	15.629
mat_gene_11	4261	4162	133.796	33.6822
mat_gene_12	2459	2360	0	0
mat_gene_13	2439	2340	0	0
mat_gene_14	1929	1830	15.2	8.70263
mat_gene_15	2525	2426	129.857	56.0832
mat_gene_16	3224	3125	26.6667	8.9408
mat_gene_17	615	516	23.3429	47.3982
mat_gene_18	931	832	10.3846	13.0775
mat_gene_19	1259	1160	69.4754	62.7525
mat_gene_20	983	884	40.56	48.0733
mat_gene_21	608	509	0	0
mat_gene_22	2397	2298	61.6	28.0859
mat_gene_23	1414	1315	36.5217	29.0994
mat_gene_24	2668	2569	40	16.3137
mat_gene_25	3360	3261	125.625	40.363
mat_gene_26	4400	4301	109.241	26.6119
mat_gene_27	3223	3124	125.734	42.1697
mat_gene_28	2872	2773	222.704	84.1463
mat_gene_29	1538	1439	0	0
mat_gene_30	1181	1082	36.1538	35.0094
mat_gene_31	988	889	0	0
mat_gene_32	1900	1801	27.0508	15.7371
mat_gene_33	4040	3941	173.744	46.1913
mat_gene_34	2386	2287	149.427	68.4575
mat_gene_35	937	838	3.85714	4.82258
mat_gene_36	4946	4847	17.2162	3.72154
mat_gene_37	2553	2454	284.508	121.472
mat_gene_38	1333	1234	61.1494	51.9201
mat_gene_39	3225	3126	53.76	18.0189
mat_gene_40	2645	2546	42.2283	17.3781
mat_gene_41	2254	2155	118.457	57.5931
mat_gene_42	1277	1178	59.8714	53.2515
mat_gene_43	1099	1000	116.415	121.974
mat_gene_44	1900	1801	427.425	248.659
mat_gene_45	3665	3566	335.161	98.476
mat_gene_46	1031	932	16.1071	18.1076
mat_gene_47	3470	3371	184.116	57.2257
mat_gene_48	3884	3785	81.9111	22.6743
mat_gene_49	1187	1088	0	0
mat_gene_50	1120	1021	26.5106	27.2052
mat_gene_51	2390	2291	23	10.5187
mat_gene_52	1386	1287	4.33333	3.52778
mat_gene_53	3312	3213	195.736	63.8289
mat_gene_54	2098	1999	6.25	3.27586
mat_gene_55	3591	3492	35	10.5015
mat_gene_56	2734	2635	106.106	42.1908
mat_gene_57	1056	957	89.3043	97.7729
mat_gene_58	3111	3012	244.848	85.1727
mat_gene_59	4527	4428	252.05	59.6399
mat_gene_60	1654	1555	101.75	68.5586
mat_gene_61	2044	1945	0	0
mat_gene_62	1193	1094	39.6957	38.0175
mat_gene_63	1804	1705	89.1	54.7534
mat_gene_64	2417	2318	147.557	66.6966
mat_gene_65	636	537	51.8289	101.124
mat_gene_66	3292	3193	223.132	73.2184
mat_gene_67	562	463	5	11.3148
mat_gene_68	3561	3462	203.5	61.5879
mat_gene_69	1349	1250	24	20.1168
mat_gene_70	2083	1984	59.9101	31.6385
mat_gene_71	1947	1848	97.4432	55.2468
mat_gene_72	1518	1419	0	0
mat_gene_73	1969	1870	38.1702	21.3866
mat_gene_74	3485	3386	4.25	1.3151
mat_gene_75	2372	2273	0	0
mat_gene_76	2299	2200	11	5.23875
mat_gene_77	1795	1696	56.4808	34.8925
mat_gene_78	1887	1788	178.646	104.685
mat_gene_79	1107	1008	10.3529	10.7612
mat_gene_80	2008	1909	163.493	89.7329
mat_gene_81	4414	4315	80.3107	19.5007
mat_gene_82	1128	1029	46.7308	47.5823
mat_gene_83	2940	2841	0	0
mat_gene_84	807	708	18.5263	27.4166
mat_gene_85	2750	2651	206.818	81.7404
mat_gene_86	1610	1511	0	0
mat_gene_87	1327	1228	0	0
mat_gene_88	1524	1425	0	0
mat_gene_89	926	827	1.8	2.28047
mat_gene_90	3463	3364	522.742	162.813
mat_gene_91	1912	1813	27.4444	15.8604
mat_gene_92	465	366	10	28.6271
mat_gene_93	1761	1662	0	0
mat_gene_94	2412	2313	82.9091	37.5564
mat_gene_95	3453	3354	117.014	36.5538
mat_gene_96	1179	1080	4.71429	4.57351
mat_gene_97	2034	1935	240	129.954
mat_gene_98	3053	2954	264	93.6378
mat_gene_99	2490	2391	51.3797	22.5149
mat_gene_100	3429	3330	0	0
mat_gene_101	1953	1854	123.668	69.8887
mat_gene_102	814	715	72.0144	105.529
mat_gene_103	4285	4186	28.4516	7.1214
mat_gene_104	1766	1667	20.5882	12.9402
mat_gene_105	1565	1466	6.66667	4.76467
mat_gene_106	2429	2330	32.3333	14.5396
mat_gene_107	899	800	109.647	143.603
mat_gene_108	941	842	4.5	5.59962
mat_gene_109	1366	1267	40	33.0782
mat_gene_110	2163	2064	0	0
mat_gene_111	1258	1159	129.231	116.826
mat_gene_112	471	372	4	11.2661
mat_gene_113	1525	1426	15	11.0212
mat_gene_114	1014	915	96.1207	110.066
mat_gene_115	2328	2229	0	0
mat_gene_116	1845	1746	212.51	127.524
mat_gene_117	539	440	21.5	51.1969
mat_gene_118	4233	4134	297.516	75.4045
mat_gene_119	2488	2389	109.2	47.8922
mat_gene_120	2738	2639	231.497	91.9101
mat_gene_121	3612	3513	332.872	99.279
mat_gene_122	508	409	0	0
mat_gene_123	1429	1330	312.303	246.027
mat_gene_124	3827	3728	143.923	40.4493
mat_gene_125	975	876	125.333	149.906
mat_gene_126	3538	3439	1.82121	0.554864
mat_gene_127	1328	1229	30.5152	26.0149
mat_gene_128	3622	3523	55.9059	16.6266
mat_gene_129	2076	1977	54.8462	29.0668
mat_gene_130	3624	3525	80.4768	23.9205
mat_gene_131	2754	2655	193.683	76.4336
mat_gene_132	1569	1470	108.435	77.2875
mat_gene_133	1245	1146	19.4737	17.8042
mat_gene_134	1728	1629	112.812	72.5595
mat_gene_135	1616	1517	73.1176	50.5004
mat_gene_136	3412	3313	58.0833	18.3691
mat_gene_137	2189	2090	24.3667	12.2154
mat_gene_138	3517	3418	0	0
mat_gene_139	1693	1594	29.1304	19.1477
mat_gene_140	3359	3260	118.623	38.1249
mat_gene_141	1815	1716	26	15.875
mat_gene_142	1021	922	4	4.54556
mat_gene_143	1148	1049	12.2222	12.2077
mat_gene_144	1166	1067	198	194.428
mat_gene_145	1280	1181	55.6364	49.359
mat_gene_146	886	787	9.71429	12.9328
mat_gene_147	3016	2917	0	0
