target_id	length	eff_length	est_counts	tpm
mat_gene_0	952	853	6.42857	7.93504
mat_gene_1	3723	3624	0	0
mat_gene_2	3760	3661	101.154	29.0915
mat_gene_3	1349	1250	30.0816	25.3382
mat_gene_4	2161	2062	165.488	84.5008
mat_gene_5	2212	2113	0	0
mat_gene_6	4296	4197	208.364	52.2719
mat_gene_7	2161	2062	28.2791	14.4398
mat_gene_8	1136	1037	154.379	156.745
mat_gene_9	1735	1636	9.15385	5.8912
mat_gene_10	1149	1050	8.25	8.27272
mat_gene_11	2234	2135	0	0
mat_gene_12	1147	1048	0	0
mat_gene_13	1054	955	60.8696	67.1089
mat_gene_14	1309	1210	23.3103	20.2837
mat_gene_15	777	678	23	35.7176
mat_gene_16	2129	2030	18.6667	9.68176
mat_gene_17	1720	1621	66.0571	42.9062
mat_gene_18	2517	2418	0	0
mat_gene_19	5154	5055	26.3793	5.49447
mat_gene_20	2500	2401	0	0
mat_gene_21	637	538	0	0
mat_gene_22	1024	925	19.125	21.7692
mat_gene_23	4079	3980	3.76744	0.99666
mat_gene_24	3336	3237	114.035	37.0919
mat_gene_25	1930	1831	98.7099	56.7618
mat_gene_26	1472	1373	218.456	167.524
mat_gene_27	1956	1857	56.9067	32.2652
mat_gene_28	3193	3094	21.7	7.38453
mat_gene_29	3928	3829	111.212	30.5808
mat_gene_30	1122	1023	63.3803	65.2322
mat_gene_31	4329	4230	767.509	191.041
mat_gene_32	2805	2706	145.131	56.4697
mat_gene_33	2625	2526	187.987	78.3571
mat_gene_34	1965	1866	0	0
mat_gene_35	583	484	2.2	4.78587
mat_gene_36	4470	4371	41.7755	10.0629
mat_gene_37	858	759	15.625	21.6751
mat_gene_38	1795	1696	70.6386	43.853
mat_gene_39	2820	2721	197.798	76.5378
mat_gene_40	3122	3023	22.32	7.77391
mat_gene_41	973	874	4.5	5.42107
mat_gene_42	3892	3793	314.925	87.4194
mat_gene_43	2501	2402	66.5584	29.1752
mat_gene_44	2690	2591	0	0
mat_gene_45	1385	1286	34.9091	28.5812
mat_gene_46	2049	1950	64.3782	34.7606
mat_gene_47	1972	1873	98.6215	55.4393
mat_gene_48	2116	2017	0	0
mat_gene_49	1477	1378	656.799	501.842
mat_gene_50	1637	1538	280.212	191.829
mat_gene_51	1943	1844	0	0
mat_gene_52	1787	1688	118.673	74.0222
mat_gene_53	2395	2296	114.951	52.7138
mat_gene_54	1406	1307	0	0
mat_gene_55	4049	3950	505.59	134.767
mat_gene_56	808	709	5.33333	7.9202
mat_gene_57	2360	2261	15.3333	7.14035
mat_gene_58	2212	2113	277.055	138.054
mat_gene_59	1453	1354	0	0
mat_gene_60	4210	4111	77.3684	19.8153
mat_gene_61	733	634	0	0
mat_gene_62	2259	2160	64.8529	31.6125
mat_gene_63	1173	1074	54	52.9387
mat_gene_64	980	881	46.1176	55.1156
mat_gene_65	1335	1236	1.53488	1.3075
mat_gene_66	3282	3183	65.8438	21.7802
mat_gene_67	2033	1934	21.8182	11.8781
mat_gene_68	2049	1950	160.925	86.8905
mat_gene_69	2030	1931	77.7903	42.4157
mat_gene_70	3729	3630	319.594	92.6992
mat_gene_71	2038	1939	80.8682	43.912
mat_gene_72	1329	1230	11.1429	9.53839
mat_gene_73	1471	1372	39.7714	30.5211
mat_gene_74	1268	1169	11.5385	10.3924
mat_gene_75	591	492	72.1111	154.319
mat_gene_76	3684	3585	147	43.173
mat_gene_77	1581	1482	37.7718	26.8351
mat_gene_78	1126	1027	33.7612	34.6123
mat_gene_79	1247	1148	11.2	10.2721
mat_gene_80	976	877	12.6667	15.2071
mat_gene_81	1265	1166	84.9655	76.7234
mat_gene_82	1784	1685	0	0
mat_gene_83	1051	952	99.3814	109.914
mat_gene_84	1494	1395	334.021	252.106
mat_gene_85	1161	1062	55.3023	54.828
mat_gene_86	1941	1842	97.6842	55.8365
mat_gene_87	2805	2706	301.183	117.189
mat_gene_88	3459	3360	104.204	32.6534
mat_gene_89	825	726	58.1928	84.3949
mat_gene_90	616	517	18	36.6577
mat_gene_91	2626	2527	6.5	2.70827
mat_gene_92	3272	3173	258.828	85.8863
mat_gene_93	3195	3096	194.947	66.2977
mat_gene_94	1887	1788	358	210.814
mat_gene_95	1055	956	25.5	28.0844
mat_gene_96	2200	2101	113.252	56.755
mat_gene_97	1863	1764	378.532	225.937
mat_gene_98	927	828	81.7438	103.946
mat_gene_99	3741	3642	22.1414	6.40101
mat_gene_100	1648	1549	42.7826	29.0803
mat_gene_101	1581	1482	43.3725	30.8142
mat_gene_102	1792	1693	21.7436	13.5225
mat_gene_103	2166	2067	40.0345	20.3928
mat_gene_104	3273	3174	75.6491	25.0946
mat_gene_105	2942	2843	55.8806	20.6951
mat_gene_106	1932	1833	20.2667	11.6414
mat_gene_107	2350	2251	33.6	15.7162
mat_gene_108	3492	3393	0	0
mat_gene_109	1508	1409	133.976	100.115
mat_gene_110	2072	1973	92.7273	49.4839
mat_gene_111	884	785	17.3333	23.2486
mat_gene_112	3319	3220	349.713	114.351
mat_gene_113	2027	1928	126.199	68.9179
mat_gene_114	2470	2371	0	0
mat_gene_115	716	617	45.2088	77.1474
mat_gene_116	1587	1488	100	70.7588
mat_gene_117	1137	1038	11	11.1578
mat_gene_118	1475	1376	281.514	215.41
mat_gene_119	2022	1923	10	5.47525
mat_gene_120	2783	2684	257.387	100.969
mat_gene_121	3410	3311	207.447	65.9677
mat_gene_122	602	503	22.6286	47.3667
mat_gene_123	2636	2537	48.9041	20.2959
mat_gene_124	2162	2063	90.8673	46.3758
mat_gene_125	1204	1105	0	0
mat_gene_126	1604	1505	187.034	130.849
mat_gene_127	2567	2468	20.8333	8.88786
mat_gene_128	1564	1465	10	7.18697
mat_gene_130	1176	1077	28.8065	28.1616
mat_gene_131	1850	1751	12.1835	7.32604
