target_id	length	eff_length	est_counts	tpm
mat_gene_0	1607	1508	5.33333	3.68529
mat_gene_1	3876	3777	149.135	41.1441
mat_gene_2	1788	1689	0	0
mat_gene_3	3485	3386	30.36	9.34306
mat_gene_4	1892	1793	51.0323	29.6578
mat_gene_5	2505	2406	161.207	69.8172
mat_gene_6	710	611	11.55	19.6977
mat_gene_7	1714	1615	4.63636	2.99143
mat_gene_8	2872	2773	77.4656	29.1094
mat_gene_9	1261	1162	89.6178	80.3642
mat_gene_10	2065	1966	104.951	55.626
mat_gene_11	1063	964	21	22.6995
mat_gene_12	1268	1169	21.7143	19.3555
mat_gene_13	4425	4326	19.1304	4.608
mat_gene_14	2384	2285	39.6765	18.0934
mat_gene_15	2359	2260	0	0
mat_gene_16	1061	962	2.5	2.70794
mat_gene_17	824	725	0	0
mat_gene_18	1379	1280	201.318	163.888
mat_gene_19	2870	2771	31.2581	11.7544
mat_gene_20	535	436	12.5714	30.045
mat_gene_21	1130	1031	67.2619	67.9806
mat_gene_22	888	789	13.6842	18.0725
mat_gene_23	1948	1849	8.76923	4.94196
mat_gene_24	1428	1329	129.683	101.679
mat_gene_25	1174	1075	290.072	281.172
mat_gene_26	2715	2616	89.7222	35.7385
mat_gene_27	3470	3371	37.26	11.5175
mat_gene_28	748	649	218.455	350.746
mat_gene_29	5218	5119	28	5.69964
mat_gene_30	1006	907	21.6667	24.892
mat_gene_31	900	801	25	32.5223
mat_gene_32	3008	2909	691	247.519
mat_gene_33	958	859	36.339	44.0813
mat_gene_34	3021	2922	104.711	37.341
mat_gene_35	717	618	56.4182	95.1273
mat_gene_36	467	368	0	0
mat_gene_37	1845	1746	144.415	86.1872
mat_gene_38	3382	3283	11	3.49137
mat_gene_39	1481	1382	29	21.8657
mat_gene_40	1614	1515	25.6	17.6077
mat_gene_41	418	319	0	0
mat_gene_42	722	623	22.5574	37.729
mat_gene_43	2596	2497	168.201	70.1915
mat_gene_44	3047	2948	156.233	55.223
mat_gene_45	2338	2239	134.055	62.3882
mat_gene_46	476	377	4.66667	12.8985
mat_gene_47	1481	1382	48.7895	36.7868
mat_gene_48	3044	2945	0	0
mat_gene_49	2612	2513	68.25	28.2999
mat_gene_50	1862	1763	31.9355	18.8754
mat_gene_51	1021	922	22	24.8637
mat_gene_52	2069	1970	251.972	133.279
mat_gene_53	1134	1035	0	0
mat_gene_54	2929	2830	106.6	39.2505
mat_gene_55	3250	3151	16	5.2911
mat_gene_56	1428	1329	38.587	30.2545
mat_gene_57	2030	1931	38.6591	20.8614
mat_gene_58	1187	1088	52.4231	50.2074
mat_gene_59	1292	1193	0	0
mat_gene_60	2415	2316	73.0424	32.8633
mat_gene_61	1339	1240	64.4	54.1176
mat_gene_62	1420	1321	0	0
mat_gene_63	1589	1490	227.289	158.952
mat_gene_64	2633	2534	26	10.6916
mat_gene_65	2725	2626	19.3846	7.69196
mat_gene_66	3708	3609	63.2083	18.25
mat_gene_67	1307	1208	104	89.71
mat_gene_68	669	570	8.66667	15.8435
mat_gene_69	1240	1141	32.4889	29.6704
mat_gene_70	571	472	11	24.2843
mat_gene_71	2780	2681	54.0465	21.0061
mat_gene_72	2394	2295	37.377	16.9706
mat_gene_73	1302	1203	52.7324	45.6758
mat_gene_74	1608	1509	75.2	51.9282
mat_gene_75	1392	1293	269.75	217.389
mat_gene_76	1190	1091	227.374	217.165
mat_gene_77	1803	1704	306	187.123
mat_gene_78	2168	2069	61.2644	30.8547
mat_gene_79	1995	1896	59	32.4256
mat_gene_80	1141	1042	35.9211	35.9216
mat_gene_81	1561	1462	45.1579	32.1855
mat_gene_82	1819	1720	0	0
mat_gene_83	1552	1453	47.74	34.2366
mat_gene_84	936	837	1.85	2.30314
mat_gene_85	1656	1557	29.1628	19.5171
mat_gene_86	912	813	54.7077	70.1184
mat_gene_87	1947	1848	214	120.666
mat_gene_88	1739	1640	15.8667	10.0813
mat_gene_89	914	815	40.5	51.7812
mat_gene_90	1595	1496	12.1304	8.44927
mat_gene_91	1759	1660	81.2632	51.0105
mat_gene_92	2865	2766	115.896	43.6608
mat_gene_93	379	280	54	200.96
mat_gene_94	1912	1813	38.8444	22.3257
mat_gene_95	1356	1257	82.4727	68.3675
mat_gene_96	1813	1714	34.9714	21.2607
mat_gene_97	1621	1522	162	110.911
mat_gene_98	1023	924	0	0
mat_gene_99	497	398	7.5	19.636
mat_gene_100	2560	2461	0	0
mat_gene_101	3111	3012	15.5	5.3623
mat_gene_102	1916	1817	0	0
mat_gene_103	1837	1738	145.733	87.374
mat_gene_104	1420	1321	0	0
