target_id	length	eff_length	est_counts	tpm
mat_gene_0	1732	1633	125.149	80.1484
mat_gene_1	3257	3158	36.1111	11.9587
mat_gene_2	2336	2237	111.045	51.9143
mat_gene_3	990	891	13.1538	15.4394
mat_gene_4	2152	2053	66.6742	33.9644
mat_gene_5	1469	1370	51	38.9318
mat_gene_6	983	884	33.3818	39.4923
mat_gene_7	1474	1375	3.11111	2.36629
mat_gene_8	940	841	6	7.46122
mat_gene_9	1967	1868	129.059	72.2549
mat_gene_11	1116	1017	0	0
mat_gene_12	3359	3260	5.74286	1.84232
mat_gene_13	2991	2892	104.352	37.7362
mat_gene_14	1413	1314	45.0732	35.8738
mat_gene_15	1500	1401	6.92308	5.16792
mat_gene_16	1750	1651	88.3125	55.941
mat_gene_17	1095	996	0	0
mat_gene_18	1533	1434	0	0
mat_gene_19	686	587	149.803	266.892
mat_gene_20	3415	3316	16.2609	5.12842
mat_gene_21	1247	1148	64.4694	58.7309
mat_gene_22	1649	1550	105.437	71.1401
mat_gene_23	1789	1690	96.3486	59.623
mat_gene_24	990	891	60.0816	70.521
mat_gene_25	4682	4583	14.1667	3.23275
mat_gene_26	1016	917	101.842	116.148
mat_gene_27	1941	1842	56.3226	31.9777
mat_gene_28	1846	1747	0	0
mat_gene_29	1599	1500	5.76923	4.02236
mat_gene_30	1226	1127	74.6329	69.2566
mat_gene_31	1320	1221	0	0
mat_gene_32	604	505	48	99.4042
mat_gene_33	1421	1322	0	0
mat_gene_34	2073	1974	60.3286	31.9618
mat_gene_35	817	718	100.911	146.983
mat_gene_36	2302	2203	162.024	76.9165
mat_gene_37	693	594	42.7778	75.3159
mat_gene_38	2447	2348	252.836	112.615
mat_gene_39	747	648	7.76471	12.5315
mat_gene_40	1118	1019	65.5952	67.3214
mat_gene_41	2654	2555	128.714	52.6854
mat_gene_42	1259	1160	6.85714	6.18216
mat_gene_43	2622	2523	49.6364	20.5749
mat_gene_44	2509	2410	0	0
mat_gene_45	715	616	32.5	55.1769
mat_gene_46	2032	1933	68.4337	37.0248
mat_gene_47	1145	1046	177.769	177.737
mat_gene_48	1073	974	27.6522	29.691
mat_gene_49	2686	2587	0	0
mat_gene_50	1054	955	0	0
mat_gene_51	3030	2931	34.6667	12.3695
mat_gene_52	794	695	10.8947	16.3941
mat_gene_53	2255	2156	155.323	75.3426
mat_gene_54	3007	2908	180	64.7341
mat_gene_55	2859	2760	162.846	61.7053
mat_gene_56	3699	3600	0	0
mat_gene_57	517	418	15	37.5292
mat_gene_58	1904	1805	281.306	162.988
mat_gene_59	1645	1546	24.5	16.5734
mat_gene_60	2274	2175	158.75	76.3325
mat_gene_61	1126	1027	94.4887	96.2198
mat_gene_62	508	409	68.5	175.155
mat_gene_63	679	580	3.33333	6.01043
mat_gene_64	1362	1263	448.278	371.192
mat_gene_65	2137	2038	40.6	20.8342
mat_gene_66	2710	2611	40.1143	16.0674
mat_gene_67	1074	975	34.3617	36.8574
mat_gene_68	1149	1050	130.602	130.081
mat_gene_69	2184	2085	15.2727	7.66064
mat_gene_70	1037	938	0	0
mat_gene_71	1487	1388	34.6949	26.1415
mat_gene_72	1387	1288	39.6111	32.163
mat_gene_73	1434	1335	0	0
mat_gene_74	1694	1595	108.082	70.8678
mat_gene_75	935	836	4.5	5.62939
mat_gene_76	3424	3325	303.172	95.357
mat_gene_77	3793	3694	87.5114	24.7755
mat_gene_78	2405	2306	63.5294	28.8118
